Hello! Welcome to the world of QE Quality Control! Minimum area for a real peak: 40000. RT flexibility: 0.2. Blank can be this fraction of a sample: 5. S/N ratio: 10. Parts per million flexibility: 4. Processed on: 2020-06-02 14:53:16. 
"","Replicate.Name","Precursor.Ion.Name","Retention.Time","Area","Background","Height","Mass.Error.PPM","SNFlag","ppmFlag","areaminFlag","RT_ref","RTFlag","Blank.Area","BlankFlag","Flags","QC_area"
"1079","170828_Smp_As9601_B","I311.1239R1.4_CyanoAq",1.41,113461,0,"38053",-0.8,NA,NA,NA,1.40666666666667,NA,0,NA,"",113461
"1080","170828_Smp_As9601_C","I311.1239R1.4_CyanoAq",1.41,107322,0,"53978",-1.4,NA,NA,NA,1.40666666666667,NA,0,NA,"",107322
"1081","170828_Smp_Nat_A","I311.1239R1.4_CyanoAq",1.41,35109,0,"17531",-0.7,NA,NA,"areaminFlag",1.40666666666667,NA,0,NA,"areaminFlag, ",NA
"1082","170828_Smp_Nat_B","I311.1239R1.4_CyanoAq",1.41,31760,0,"19439",-1,NA,NA,"areaminFlag",1.40666666666667,NA,0,NA,"areaminFlag, ",NA
"1083","170828_Smp_Nat_C","I311.1239R1.4_CyanoAq",1.41,35969,0,"26021",-1.3,NA,NA,"areaminFlag",1.40666666666667,NA,0,NA,"areaminFlag, ",NA
"1084","161118_Smp_7803_B","I345.0462R0.88_CyanoAq",0.89,1549056,0,"1054463",-1.9,NA,NA,NA,0.903333333333333,NA,0,NA,"",1549056
"1085","161118_Smp_7803_F","I345.0462R0.88_CyanoAq",0.88,1270877,0,"1075738",-1.8,NA,NA,NA,0.903333333333333,NA,0,NA,"",1270877
"1086","161118_Smp_8102_A","I345.0462R0.88_CyanoAq",0.9,1267498,0,"996954",-2.1,NA,NA,NA,0.903333333333333,NA,0,NA,"",1267498
"1087","161118_Smp_8102_F","I345.0462R0.88_CyanoAq",0.9,1589789,0,"1297853",-2.1,NA,NA,NA,0.903333333333333,NA,0,NA,"",1589789
"1088","161118_Smp_8501_B","I345.0462R0.88_CyanoAq",0.9,1311121,0,"875287",-1.6,NA,NA,NA,0.903333333333333,NA,0,NA,"",1311121
"1089","161118_Smp_8501_C","I345.0462R0.88_CyanoAq",0.9,3674252,0,"2444370",-2,NA,NA,NA,0.903333333333333,NA,0,NA,"",3674252
"1090","161118_Smp_8501_D","I345.0462R0.88_CyanoAq",0.9,1644250,0,"1149601",-1.7,NA,NA,NA,0.903333333333333,NA,0,NA,"",1644250
"1091","161118_Smp_MED4_D","I345.0462R0.88_CyanoAq",0.89,234410,0,"128847",-1.3,NA,NA,NA,0.903333333333333,NA,0,NA,"",234410
"1092","161118_Smp_MED4_E","I345.0462R0.88_CyanoAq",0.89,147139,0,"161009",-2,NA,NA,NA,0.903333333333333,NA,0,NA,"",147139
"1093","161118_Smp_MED4_F","I345.0462R0.88_CyanoAq",0.9,242721,0,"232087",-2.6,NA,NA,NA,0.903333333333333,NA,0,NA,"",242721
"1094","170828_Smp_1314P_A","I345.0462R0.88_CyanoAq",0.88,130720,0,"109678",-1.3,NA,NA,NA,0.903333333333333,NA,0,NA,"",130720
"1095","170828_Smp_1314P_B","I345.0462R0.88_CyanoAq",0.88,95932,0,"82036",-1.1,NA,NA,NA,0.903333333333333,NA,0,NA,"",95932
"1096","170828_Smp_1314P_C","I345.0462R0.88_CyanoAq",0.88,105454,0,"103433",-1,NA,NA,NA,0.903333333333333,NA,0,NA,"",105454
"1097","170828_Smp_As9601_A","I345.0462R0.88_CyanoAq",0.89,10873,0,"11318",-1.1,NA,NA,"areaminFlag",0.903333333333333,NA,0,NA,"areaminFlag, ",NA
"1098","170828_Smp_As9601_B","I345.0462R0.88_CyanoAq",0.87,24893,0,"22069",-1.1,NA,NA,"areaminFlag",0.903333333333333,NA,0,NA,"areaminFlag, ",NA
"1099","170828_Smp_As9601_C","I345.0462R0.88_CyanoAq",0.88,7706,0,"7871",-0.3,NA,NA,"areaminFlag",0.903333333333333,NA,0,NA,"areaminFlag, ",NA
"1100","170828_Smp_Nat_A","I345.0462R0.88_CyanoAq",0.88,115106,0,"110053",-0.9,NA,NA,NA,0.903333333333333,NA,0,NA,"",115106
"1101","170828_Smp_Nat_B","I345.0462R0.88_CyanoAq",0.88,149728,0,"150857",-1.4,NA,NA,NA,0.903333333333333,NA,0,NA,"",149728
"1102","170828_Smp_Nat_C","I345.0462R0.88_CyanoAq",0.87,141966,0,"125096",-1.2,NA,NA,NA,0.903333333333333,NA,0,NA,"",141966
"1103","161118_Smp_7803_B","I325.1761R2.97_CyanoAq",9.94,118968,0,"36149",10.9,NA,"ppmFlag",NA,3.035,"RTFlag",0,NA,"ppmFlag, RTFlag, ",NA
"1104","161118_Smp_7803_F","I325.1761R2.97_CyanoAq",9.93,73280,0,"31957",10.5,NA,"ppmFlag",NA,3.035,"RTFlag",0,NA,"ppmFlag, RTFlag, ",NA
"1105","161118_Smp_8102_A","I325.1761R2.97_CyanoAq",8.92,88033,0,"14911",10.4,NA,"ppmFlag",NA,3.035,"RTFlag",0,NA,"ppmFlag, RTFlag, ",NA
"1106","161118_Smp_8102_F","I325.1761R2.97_CyanoAq",9.95,80622,0,"25140",10.8,NA,"ppmFlag",NA,3.035,"RTFlag",0,NA,"ppmFlag, RTFlag, ",NA
"1107","161118_Smp_8501_B","I325.1761R2.97_CyanoAq",9.92,91523,426,"31382",10.8,NA,"ppmFlag",NA,3.035,"RTFlag",0,NA,"ppmFlag, RTFlag, ",NA
"1108","161118_Smp_8501_C","I325.1761R2.97_CyanoAq",9.93,97048,0,"32457",10.8,NA,"ppmFlag",NA,3.035,"RTFlag",0,NA,"ppmFlag, RTFlag, ",NA
"1109","161118_Smp_8501_D","I325.1761R2.97_CyanoAq",9.93,76362,26070,"26133",10.9,"SNFlag","ppmFlag",NA,3.035,"RTFlag",0,NA,"SNFlag, ppmFlag, RTFlag, ",NA
"1110","161118_Smp_MED4_D","I325.1761R2.97_CyanoAq",9.92,55215,16729,"19529",11.5,"SNFlag","ppmFlag",NA,3.035,"RTFlag",0,NA,"SNFlag, ppmFlag, RTFlag, ",NA
"1111","161118_Smp_MED4_E","I325.1761R2.97_CyanoAq",9.93,56851,20806,"22503",10.5,"SNFlag","ppmFlag",NA,3.035,"RTFlag",0,NA,"SNFlag, ppmFlag, RTFlag, ",NA
"1112","161118_Smp_MED4_F","I325.1761R2.97_CyanoAq",9.93,80136,0,"25150",10.2,NA,"ppmFlag",NA,3.035,"RTFlag",0,NA,"ppmFlag, RTFlag, ",NA
"1113","170828_Smp_1314P_A","I325.1761R2.97_CyanoAq",8.46,1257,0,"3423",-6.4,NA,"ppmFlag","areaminFlag",3.035,"RTFlag",1380,"BlankFlag","ppmFlag, areaminFlag, RTFlag, BlankFlag",NA
"1114","170828_Smp_1314P_B","I325.1761R2.97_CyanoAq",3.22,1200,0,"2818",-0.1,NA,NA,"areaminFlag",3.035,NA,1380,"BlankFlag","areaminFlag, BlankFlag",NA
"1115","170828_Smp_1314P_C","I325.1761R2.97_CyanoAq",0.41,2471,0,"4885",2.7,NA,NA,"areaminFlag",3.035,"RTFlag",1380,"BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"1116","170828_Smp_As9601_A","I325.1761R2.97_CyanoAq",0.94,2010,0,"4506",0.5,NA,NA,"areaminFlag",3.035,"RTFlag",NA,NA,"areaminFlag, RTFlag, ",NA
"1117","170828_Smp_As9601_B","I325.1761R2.97_CyanoAq",3.06,1674,0,"4856",5.6,NA,"ppmFlag","areaminFlag",3.035,NA,NA,NA,"ppmFlag, areaminFlag, ",NA
"1118","170828_Smp_As9601_C","I325.1761R2.97_CyanoAq",11.82,1091,0,"1841",5.3,NA,"ppmFlag","areaminFlag",3.035,"RTFlag",NA,NA,"ppmFlag, areaminFlag, RTFlag, ",NA
"1119","170828_Smp_Nat_A","I325.1761R2.97_CyanoAq",16.1,483,0,"1078",0.7,NA,NA,"areaminFlag",3.035,"RTFlag",1325,"BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"1120","170828_Smp_Nat_B","I325.1761R2.97_CyanoAq",2.13,1234,0,"2394",7.6,NA,"ppmFlag","areaminFlag",3.035,"RTFlag",1325,"BlankFlag","ppmFlag, areaminFlag, RTFlag, BlankFlag",NA
"1121","170828_Smp_Nat_C","I325.1761R2.97_CyanoAq",14.38,855,0,"1823",2.5,NA,NA,"areaminFlag",3.035,"RTFlag",1325,"BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"1122","161118_Smp_7803_B","I284.2193R6.29_CyanoAq",6.29,1476,0,"3464",-0.5,NA,NA,"areaminFlag",6.3,NA,6414,"BlankFlag","areaminFlag, BlankFlag",NA
"1123","161118_Smp_7803_F","I284.2193R6.29_CyanoAq",6.28,4966,0,"5210",-1.7,NA,NA,"areaminFlag",6.3,NA,6414,"BlankFlag","areaminFlag, BlankFlag",NA
"1124","161118_Smp_8102_A","I284.2193R6.29_CyanoAq",6.28,74301,0,"35896",-1.4,NA,NA,NA,6.3,NA,6414,NA,"",74301
"1125","161118_Smp_8102_F","I284.2193R6.29_CyanoAq",9.31,4156,0,"4280",6.5,NA,"ppmFlag","areaminFlag",6.3,"RTFlag",6414,"BlankFlag","ppmFlag, areaminFlag, RTFlag, BlankFlag",NA
"1126","161118_Smp_8501_B","I284.2193R6.29_CyanoAq",1.63,1713,0,"4823",0.7,NA,NA,"areaminFlag",6.3,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"1127","161118_Smp_8501_C","I284.2193R6.29_CyanoAq",6.28,1768,0,"5190",0,NA,NA,"areaminFlag",6.3,NA,0,NA,"areaminFlag, ",NA
"1128","161118_Smp_8501_D","I284.2193R6.29_CyanoAq",9.32,6539,0,"4871",4.5,NA,"ppmFlag","areaminFlag",6.3,"RTFlag",0,NA,"ppmFlag, areaminFlag, RTFlag, ",NA
"1129","161118_Smp_MED4_D","I284.2193R6.29_CyanoAq",6.28,4524,0,"4815",-0.8,NA,NA,"areaminFlag",6.3,NA,6414,"BlankFlag","areaminFlag, BlankFlag",NA
"1130","161118_Smp_MED4_E","I284.2193R6.29_CyanoAq",6.27,4457,0,"13152",-2,NA,NA,"areaminFlag",6.3,NA,6414,"BlankFlag","areaminFlag, BlankFlag",NA
"1131","161118_Smp_MED4_F","I284.2193R6.29_CyanoAq",6.28,3684,0,"3353",-0.9,NA,NA,"areaminFlag",6.3,NA,6414,"BlankFlag","areaminFlag, BlankFlag",NA
"1132","170828_Smp_1314P_A","I284.2193R6.29_CyanoAq",1.3,1643,0,"3047",6,NA,"ppmFlag","areaminFlag",6.3,"RTFlag",1739,"BlankFlag","ppmFlag, areaminFlag, RTFlag, BlankFlag",NA
"1133","170828_Smp_1314P_B","I284.2193R6.29_CyanoAq",2.63,2863,0,"4618",7.3,NA,"ppmFlag","areaminFlag",6.3,"RTFlag",1739,"BlankFlag","ppmFlag, areaminFlag, RTFlag, BlankFlag",NA
"1134","170828_Smp_1314P_C","I284.2193R6.29_CyanoAq",10.86,2274,0,"1859",4.7,NA,"ppmFlag","areaminFlag",6.3,"RTFlag",1739,"BlankFlag","ppmFlag, areaminFlag, RTFlag, BlankFlag",NA
"1135","170828_Smp_As9601_A","I284.2193R6.29_CyanoAq",10.85,2559,0,"3714",5.9,NA,"ppmFlag","areaminFlag",6.3,"RTFlag",1506,"BlankFlag","ppmFlag, areaminFlag, RTFlag, BlankFlag",NA
"1136","170828_Smp_As9601_B","I284.2193R6.29_CyanoAq",0.96,1792,0,"3810",3.6,NA,NA,"areaminFlag",6.3,"RTFlag",1506,"BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"1137","170828_Smp_As9601_C","I284.2193R6.29_CyanoAq",10.85,4561,0,"2142",4.8,NA,"ppmFlag","areaminFlag",6.3,"RTFlag",1506,"BlankFlag","ppmFlag, areaminFlag, RTFlag, BlankFlag",NA
"1138","170828_Smp_Nat_A","I284.2193R6.29_CyanoAq",2.48,1782,0,"4344",1.8,NA,NA,"areaminFlag",6.3,"RTFlag",1559,"BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"1139","170828_Smp_Nat_B","I284.2193R6.29_CyanoAq",3.28,1461,0,"2374",4.7,NA,"ppmFlag","areaminFlag",6.3,"RTFlag",1559,"BlankFlag","ppmFlag, areaminFlag, RTFlag, BlankFlag",NA
"1140","170828_Smp_Nat_C","I284.2193R6.29_CyanoAq",10.86,3731,0,"3903",6.5,NA,"ppmFlag","areaminFlag",6.3,"RTFlag",1559,"BlankFlag","ppmFlag, areaminFlag, RTFlag, BlankFlag",NA
"1141","161118_Smp_7803_B","I340.2597R6.93_CyanoAq",4.57,32354,0,"18753",-1.1,NA,NA,"areaminFlag",6.95666666666667,"RTFlag",31008,"BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"1142","161118_Smp_7803_F","I340.2597R6.93_CyanoAq",4.57,370625,0,"117362",-1.2,NA,NA,NA,6.95666666666667,"RTFlag",31008,NA,"RTFlag, ",NA
"1143","161118_Smp_8102_A","I340.2597R6.93_CyanoAq",4.58,3684839,12228,"1267833",-1.2,NA,NA,NA,6.95666666666667,"RTFlag",31008,NA,"RTFlag, ",NA
"1144","161118_Smp_8102_F","I340.2597R6.93_CyanoAq",6.93,13534,0,"10431",-0.5,NA,NA,"areaminFlag",6.95666666666667,NA,31008,"BlankFlag","areaminFlag, BlankFlag",NA
"1145","161118_Smp_8501_B","I340.2597R6.93_CyanoAq",6.93,6352,0,"7437",-1.1,NA,NA,"areaminFlag",6.95666666666667,NA,10817,"BlankFlag","areaminFlag, BlankFlag",NA
"1146","161118_Smp_8501_C","I340.2597R6.93_CyanoAq",6.93,18612,0,"7794",-0.5,NA,NA,"areaminFlag",6.95666666666667,NA,10817,"BlankFlag","areaminFlag, BlankFlag",NA
"1147","161118_Smp_8501_D","I340.2597R6.93_CyanoAq",6.94,7856,0,"5967",-0.8,NA,NA,"areaminFlag",6.95666666666667,NA,10817,"BlankFlag","areaminFlag, BlankFlag",NA
"1148","161118_Smp_MED4_D","I340.2597R6.93_CyanoAq",6.95,5553,0,"3987",-0.1,NA,NA,"areaminFlag",6.95666666666667,NA,31008,"BlankFlag","areaminFlag, BlankFlag",NA
"1149","161118_Smp_MED4_E","I340.2597R6.93_CyanoAq",6.94,3728,0,"5927",-0.6,NA,NA,"areaminFlag",6.95666666666667,NA,31008,"BlankFlag","areaminFlag, BlankFlag",NA
"1150","161118_Smp_MED4_F","I340.2597R6.93_CyanoAq",6.93,40718,0,"21555",-0.9,NA,NA,NA,6.95666666666667,NA,31008,"BlankFlag","BlankFlag",NA
"1151","170828_Smp_1314P_A","I340.2597R6.93_CyanoAq",5.05,1213,0,"1810",-4.7,NA,"ppmFlag","areaminFlag",6.95666666666667,"RTFlag",0,NA,"ppmFlag, areaminFlag, RTFlag, ",NA
"1152","170828_Smp_1314P_B","I340.2597R6.93_CyanoAq",NA,NA,NA,"#N/A",NA,NA,NA,NA,6.95666666666667,NA,0,NA,"",NA
"1153","170828_Smp_1314P_C","I340.2597R6.93_CyanoAq",0.6,51175,0,"100564",0.3,NA,NA,NA,6.95666666666667,"RTFlag",0,NA,"RTFlag, ",NA
"1154","170828_Smp_As9601_A","I340.2597R6.93_CyanoAq",0.61,46207,0,"84180",0,NA,NA,NA,6.95666666666667,"RTFlag",8968,NA,"RTFlag, ",NA
"1155","170828_Smp_As9601_B","I340.2597R6.93_CyanoAq",6.51,1080,0,"2077",6.7,NA,"ppmFlag","areaminFlag",6.95666666666667,"RTFlag",8968,"BlankFlag","ppmFlag, areaminFlag, RTFlag, BlankFlag",NA
"1156","170828_Smp_As9601_C","I340.2597R6.93_CyanoAq",11.14,1071,0,"1896",-5.2,NA,"ppmFlag","areaminFlag",6.95666666666667,"RTFlag",8968,"BlankFlag","ppmFlag, areaminFlag, RTFlag, BlankFlag",NA
"1157","170828_Smp_Nat_A","I340.2597R6.93_CyanoAq",0.6,51055,0,"100920",2.1,NA,NA,NA,6.95666666666667,"RTFlag",30847,"BlankFlag","RTFlag, BlankFlag",NA
"1158","170828_Smp_Nat_B","I340.2597R6.93_CyanoAq",4.58,1240,0,"2354",0.1,NA,NA,"areaminFlag",6.95666666666667,"RTFlag",30847,"BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"1159","170828_Smp_Nat_C","I340.2597R6.93_CyanoAq",10.66,1103,0,"1758",2.7,NA,NA,"areaminFlag",6.95666666666667,"RTFlag",30847,"BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"1160","161118_Smp_7803_B","I548.2723R4.91_CyanoAq",4.23,129778,0,"60345",-7.3,NA,"ppmFlag",NA,4.7975,"RTFlag",1342,NA,"ppmFlag, RTFlag, ",NA
"1161","161118_Smp_7803_F","I548.2723R4.91_CyanoAq",4.23,94583,0,"42037",-7.2,NA,"ppmFlag",NA,4.7975,"RTFlag",1342,NA,"ppmFlag, RTFlag, ",NA
"1162","161118_Smp_8102_A","I548.2723R4.91_CyanoAq",6.04,9034,0,"5589",7.7,NA,"ppmFlag","areaminFlag",4.7975,"RTFlag",1342,NA,"ppmFlag, areaminFlag, RTFlag, ",NA
"1163","161118_Smp_8102_F","I548.2723R4.91_CyanoAq",6.08,3149,0,"4469",8.8,NA,"ppmFlag","areaminFlag",4.7975,"RTFlag",1342,"BlankFlag","ppmFlag, areaminFlag, RTFlag, BlankFlag",NA
"1164","161118_Smp_8501_B","I548.2723R4.91_CyanoAq",5.49,5051,0,"5873",-4.1,NA,"ppmFlag","areaminFlag",4.7975,"RTFlag",0,NA,"ppmFlag, areaminFlag, RTFlag, ",NA
"1165","161118_Smp_8501_C","I548.2723R4.91_CyanoAq",1.45,5394,0,"6749",-0.9,NA,NA,"areaminFlag",4.7975,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"1166","161118_Smp_8501_D","I548.2723R4.91_CyanoAq",6.11,4556,0,"4339",12.4,NA,"ppmFlag","areaminFlag",4.7975,"RTFlag",0,NA,"ppmFlag, areaminFlag, RTFlag, ",NA
"1167","161118_Smp_MED4_D","I548.2723R4.91_CyanoAq",6.05,2678,0,"3719",9.4,NA,"ppmFlag","areaminFlag",4.7975,"RTFlag",1342,"BlankFlag","ppmFlag, areaminFlag, RTFlag, BlankFlag",NA
"1168","161118_Smp_MED4_E","I548.2723R4.91_CyanoAq",7.02,5353,0,"11437",-1.4,NA,NA,"areaminFlag",4.7975,"RTFlag",1342,"BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"1169","161118_Smp_MED4_F","I548.2723R4.91_CyanoAq",0.63,21018,0,"43595",-5.6,NA,"ppmFlag","areaminFlag",4.7975,"RTFlag",1342,NA,"ppmFlag, areaminFlag, RTFlag, ",NA
"1170","170828_Smp_1314P_A","I548.2723R4.91_CyanoAq",0.41,3234,0,"6485",5.1,NA,"ppmFlag","areaminFlag",4.7975,"RTFlag",1327,"BlankFlag","ppmFlag, areaminFlag, RTFlag, BlankFlag",NA
"1171","170828_Smp_1314P_B","I548.2723R4.91_CyanoAq",0.87,2059,0,"4951",1.2,NA,NA,"areaminFlag",4.7975,"RTFlag",1327,"BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"1172","170828_Smp_1314P_C","I548.2723R4.91_CyanoAq",2.38,1245,0,"3398",-6.8,NA,"ppmFlag","areaminFlag",4.7975,"RTFlag",1327,"BlankFlag","ppmFlag, areaminFlag, RTFlag, BlankFlag",NA
"1173","170828_Smp_As9601_A","I548.2723R4.91_CyanoAq",0.41,1889,0,"5545",-1.4,NA,NA,"areaminFlag",4.7975,"RTFlag",1307,"BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"1174","170828_Smp_As9601_B","I548.2723R4.91_CyanoAq",6.13,1310,0,"2871",2.2,NA,NA,"areaminFlag",4.7975,"RTFlag",1307,"BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"1175","170828_Smp_As9601_C","I548.2723R4.91_CyanoAq",13.13,1356,0,"2055",-7.7,NA,"ppmFlag","areaminFlag",4.7975,"RTFlag",1307,"BlankFlag","ppmFlag, areaminFlag, RTFlag, BlankFlag",NA
"1176","170828_Smp_Nat_A","I548.2723R4.91_CyanoAq",2.32,1312,0,"3582",0.4,NA,NA,"areaminFlag",4.7975,"RTFlag",2479,"BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"1177","170828_Smp_Nat_B","I548.2723R4.91_CyanoAq",1.63,2109,0,"4066",2.1,NA,NA,"areaminFlag",4.7975,"RTFlag",2479,"BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"1178","170828_Smp_Nat_C","I548.2723R4.91_CyanoAq",0.41,2518,0,"4959",4.3,NA,"ppmFlag","areaminFlag",4.7975,"RTFlag",2479,"BlankFlag","ppmFlag, areaminFlag, RTFlag, BlankFlag",NA
"1179","161118_Smp_7803_B","I470.2256R5.55_CyanoAq",7.63,86593,0,"40915",-13.1,NA,"ppmFlag",NA,5.63,"RTFlag",14143,NA,"ppmFlag, RTFlag, ",NA
"1180","161118_Smp_7803_F","I470.2256R5.55_CyanoAq",7.62,23915,0,"18238",-12.3,NA,"ppmFlag","areaminFlag",5.63,"RTFlag",14143,"BlankFlag","ppmFlag, areaminFlag, RTFlag, BlankFlag",NA
"1181","161118_Smp_8102_A","I470.2256R5.55_CyanoAq",4.8,69487,0,"45975",5.8,NA,"ppmFlag",NA,5.63,"RTFlag",14143,"BlankFlag","ppmFlag, RTFlag, BlankFlag",NA
"1182","161118_Smp_8102_F","I470.2256R5.55_CyanoAq",4.79,35229,0,"19395",5.4,NA,"ppmFlag","areaminFlag",5.63,"RTFlag",14143,"BlankFlag","ppmFlag, areaminFlag, RTFlag, BlankFlag",NA
"1183","161118_Smp_8501_B","I470.2256R5.55_CyanoAq",1.18,15935,0,"10517",-1.1,NA,NA,"areaminFlag",5.63,"RTFlag",5593,"BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"1184","161118_Smp_8501_C","I470.2256R5.55_CyanoAq",1.24,78696,0,"25980",-1.9,NA,NA,NA,5.63,"RTFlag",5593,NA,"RTFlag, ",NA
"1185","161118_Smp_8501_D","I470.2256R5.55_CyanoAq",1.2,25263,0,"11277",-1.2,NA,NA,"areaminFlag",5.63,"RTFlag",5593,"BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"1186","161118_Smp_MED4_D","I470.2256R5.55_CyanoAq",5.44,8433,0,"16062",-14.1,NA,"ppmFlag","areaminFlag",5.63,NA,14143,"BlankFlag","ppmFlag, areaminFlag, BlankFlag",NA
"1187","161118_Smp_MED4_E","I470.2256R5.55_CyanoAq",5.44,6352,0,"11677",-13.8,NA,"ppmFlag","areaminFlag",5.63,NA,14143,"BlankFlag","ppmFlag, areaminFlag, BlankFlag",NA
"1188","161118_Smp_MED4_F","I470.2256R5.55_CyanoAq",5.45,10221,0,"7124",-10.6,NA,"ppmFlag","areaminFlag",5.63,NA,14143,"BlankFlag","ppmFlag, areaminFlag, BlankFlag",NA
"1189","170828_Smp_1314P_A","I470.2256R5.55_CyanoAq",3.3,1629,0,"3431",-3,NA,NA,"areaminFlag",5.63,"RTFlag",2457,"BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"1190","170828_Smp_1314P_B","I470.2256R5.55_CyanoAq",2.82,1321,0,"2132",-1.5,NA,NA,"areaminFlag",5.63,"RTFlag",2457,"BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"1191","170828_Smp_1314P_C","I470.2256R5.55_CyanoAq",0.6,45753,0,"89910",-1.4,NA,NA,NA,5.63,"RTFlag",2457,NA,"RTFlag, ",NA
"1192","170828_Smp_As9601_A","I470.2256R5.55_CyanoAq",1.53,1179,0,"3001",2.8,NA,NA,"areaminFlag",5.63,"RTFlag",2032,"BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"1193","170828_Smp_As9601_B","I470.2256R5.55_CyanoAq",6.49,1164,0,"2406",-1.2,NA,NA,"areaminFlag",5.63,"RTFlag",2032,"BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"1194","170828_Smp_As9601_C","I470.2256R5.55_CyanoAq",4.56,1052,0,"2708",0.9,NA,NA,"areaminFlag",5.63,"RTFlag",2032,"BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"1195","170828_Smp_Nat_A","I470.2256R5.55_CyanoAq",3.93,1428,0,"3956",-6.6,NA,"ppmFlag","areaminFlag",5.63,"RTFlag",1278,"BlankFlag","ppmFlag, areaminFlag, RTFlag, BlankFlag",NA
"1196","170828_Smp_Nat_B","I470.2256R5.55_CyanoAq",3.48,1299,0,"3820",-0.1,NA,NA,"areaminFlag",5.63,"RTFlag",1278,"BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"1197","170828_Smp_Nat_C","I470.2256R5.55_CyanoAq",3.82,1118,0,"2403",-1.5,NA,NA,"areaminFlag",5.63,"RTFlag",1278,"BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"1198","161118_Smp_7803_B","I679.5123R6.69_CyanoAq",0.6,56585,0,"145255",3.4,NA,NA,NA,6.825,"RTFlag",12208,"BlankFlag","RTFlag, BlankFlag",NA
"1199","161118_Smp_7803_F","I679.5123R6.69_CyanoAq",0.65,5831,0,"11102",-6.7,NA,"ppmFlag","areaminFlag",6.825,"RTFlag",12208,"BlankFlag","ppmFlag, areaminFlag, RTFlag, BlankFlag",NA
"1200","161118_Smp_8102_A","I679.5123R6.69_CyanoAq",6.66,121593,0,"52222",-1.3,NA,NA,NA,6.825,NA,12208,NA,"",121593
"1201","161118_Smp_8102_F","I679.5123R6.69_CyanoAq",0.67,5092,0,"4793",-14.6,NA,"ppmFlag","areaminFlag",6.825,"RTFlag",12208,"BlankFlag","ppmFlag, areaminFlag, RTFlag, BlankFlag",NA
"1202","161118_Smp_8501_B","I679.5123R6.69_CyanoAq",6.67,4063,0,"5975",-0.6,NA,NA,"areaminFlag",6.825,NA,4599,"BlankFlag","areaminFlag, BlankFlag",NA
"1203","161118_Smp_8501_C","I679.5123R6.69_CyanoAq",0.61,105390,0,"122515",1.7,NA,NA,NA,6.825,"RTFlag",4599,NA,"RTFlag, ",NA
"1204","161118_Smp_8501_D","I679.5123R6.69_CyanoAq",0.67,4946,0,"5615",-5.9,NA,"ppmFlag","areaminFlag",6.825,"RTFlag",4599,"BlankFlag","ppmFlag, areaminFlag, RTFlag, BlankFlag",NA
"1205","161118_Smp_MED4_D","I679.5123R6.69_CyanoAq",0.68,12122,0,"12716",-15.1,NA,"ppmFlag","areaminFlag",6.825,"RTFlag",12208,"BlankFlag","ppmFlag, areaminFlag, RTFlag, BlankFlag",NA
"1206","161118_Smp_MED4_E","I679.5123R6.69_CyanoAq",0.63,43467,0,"81885",-5,NA,"ppmFlag",NA,6.825,"RTFlag",12208,"BlankFlag","ppmFlag, RTFlag, BlankFlag",NA
"1207","161118_Smp_MED4_F","I679.5123R6.69_CyanoAq",0.62,40176,0,"84999",0.1,NA,NA,NA,6.825,"RTFlag",12208,"BlankFlag","RTFlag, BlankFlag",NA
"1208","170828_Smp_1314P_A","I679.5123R6.69_CyanoAq",0.66,91564,0,"76695",-5.1,NA,"ppmFlag",NA,6.825,"RTFlag",61961,"BlankFlag","ppmFlag, RTFlag, BlankFlag",NA
"1209","170828_Smp_1314P_B","I679.5123R6.69_CyanoAq",0.65,71149,0,"80355",-16,NA,"ppmFlag",NA,6.825,"RTFlag",61961,"BlankFlag","ppmFlag, RTFlag, BlankFlag",NA
"1210","170828_Smp_1314P_C","I679.5123R6.69_CyanoAq",0.65,48711,0,"37196",-7.4,NA,"ppmFlag",NA,6.825,"RTFlag",61961,"BlankFlag","ppmFlag, RTFlag, BlankFlag",NA
