Hello! Welcome to the world of QE Quality Control! Minimum area for a real peak: 40000. RT flexibility: 2.5. Blank can be this fraction of a sample: 5. S/N ratio: 3. Parts per million flexibility: 6. Processed on: 2020-06-28 13:09:35. 
"","Replicate.Name","Precursor.Ion.Name","Retention.Time","Area","Background","Height","Mass.Error.PPM","SNFlag","ppmFlag","areaminFlag","RT_ref","RTFlag","Blank.Area","BlankFlag","Flags","QC_area"
"2290","161114_Smp_MED4_F","Aspartic acid",12.46,51038360,0,"5311557",0.2,NA,NA,NA,12.68,NA,0,NA,"",51038360
"2291","170821_Smp_1314P_A","Aspartic acid",12.36,79408384,691035,"6936120",0.1,NA,NA,NA,12.68,NA,294657,NA,"",79408384
"2292","170821_Smp_1314P_B","Aspartic acid",12.38,73598608,380829,"6079077",-0.1,NA,NA,NA,12.68,NA,294657,NA,"",73598608
"2293","170821_Smp_1314P_C","Aspartic acid",12.36,79462056,791284,"6570137",0.1,NA,NA,NA,12.68,NA,294657,NA,"",79462056
"2294","170821_Smp_As9601_A","Aspartic acid",12.36,85540640,253860,"7208957",0.4,NA,NA,NA,12.68,NA,349068,NA,"",85540640
"2295","170821_Smp_As9601_B","Aspartic acid",12.36,85349344,462818,"7335391",0.2,NA,NA,NA,12.68,NA,349068,NA,"",85349344
"2296","170821_Smp_As9601_C","Aspartic acid",12.38,84315504,473019,"6755172",0.1,NA,NA,NA,12.68,NA,349068,NA,"",84315504
"2297","170821_Smp_Nat_A","Aspartic acid",12.38,140752352,1211245,"12428048",0.1,NA,NA,NA,12.68,NA,244311,NA,"",140752352
"2298","170821_Smp_Nat_B","Aspartic acid",12.33,154465952,1743457,"12420118",0.2,NA,NA,NA,12.68,NA,244311,NA,"",154465952
"2299","170821_Smp_Nat_C","Aspartic acid",12.36,150292352,1719602,"12499542",0,NA,NA,NA,12.68,NA,244311,NA,"",150292352
"2300","161114_Smp_7803_B","Butyryl-L-carnitine",4.68,175515,460729,"18990",2.1,"SNFlag",NA,NA,5.14,NA,79631,"BlankFlag","SNFlag, BlankFlag",NA
"2301","161114_Smp_7803_F","Butyryl-L-carnitine",5.19,129343,565261,"21064",1.8,"SNFlag",NA,NA,5.14,NA,79631,"BlankFlag","SNFlag, BlankFlag",NA
"2302","161114_Smp_8102_A","Butyryl-L-carnitine",4.81,22185,455158,"5866",3.1,"SNFlag",NA,"areaminFlag",5.14,NA,79631,"BlankFlag","SNFlag, areaminFlag, BlankFlag",NA
"2303","161114_Smp_8102_F","Butyryl-L-carnitine",4.95,240755,512145,"21826",2.5,"SNFlag",NA,NA,5.14,NA,79631,"BlankFlag","SNFlag, BlankFlag",NA
"2304","161114_Smp_8501_B","Butyryl-L-carnitine",2.41,506461,0,"55512",2.3,NA,NA,NA,5.14,"RTFlag",569491,"BlankFlag","RTFlag, BlankFlag",NA
"2305","161114_Smp_8501_C","Butyryl-L-carnitine",8.7,632786,0,"40448",2.4,NA,NA,NA,5.14,"RTFlag",569491,"BlankFlag","RTFlag, BlankFlag",NA
"2306","161114_Smp_8501_D","Butyryl-L-carnitine",2.39,507506,125929,"47507",2.1,NA,NA,NA,5.14,"RTFlag",569491,"BlankFlag","RTFlag, BlankFlag",NA
"2307","161114_Smp_MED4_D","Butyryl-L-carnitine",1.03,389087,68079,"28258",3,NA,NA,NA,5.14,"RTFlag",79631,"BlankFlag","RTFlag, BlankFlag",NA
"2308","161114_Smp_MED4_E","Butyryl-L-carnitine",2.39,638116,0,"62389",2.2,NA,NA,NA,5.14,"RTFlag",79631,NA,"RTFlag, ",NA
"2309","161114_Smp_MED4_F","Butyryl-L-carnitine",2.38,400154,0,"57617",2.3,NA,NA,NA,5.14,"RTFlag",79631,NA,"RTFlag, ",NA
"2310","170821_Smp_1314P_A","Butyryl-L-carnitine",2.25,145295,0,"32293",2,NA,NA,NA,5.14,"RTFlag",175157,"BlankFlag","RTFlag, BlankFlag",NA
"2311","170821_Smp_1314P_B","Butyryl-L-carnitine",1.99,102885,0,"14291",1.4,NA,NA,NA,5.14,"RTFlag",175157,"BlankFlag","RTFlag, BlankFlag",NA
"2312","170821_Smp_1314P_C","Butyryl-L-carnitine",2.27,145645,0,"37637",2.2,NA,NA,NA,5.14,"RTFlag",175157,"BlankFlag","RTFlag, BlankFlag",NA
"2313","170821_Smp_As9601_A","Butyryl-L-carnitine",2.03,193682,0,"21408",1.8,NA,NA,NA,5.14,"RTFlag",105481,"BlankFlag","RTFlag, BlankFlag",NA
"2314","170821_Smp_As9601_B","Butyryl-L-carnitine",2.25,149460,0,"41688",2.1,NA,NA,NA,5.14,"RTFlag",105481,"BlankFlag","RTFlag, BlankFlag",NA
"2315","170821_Smp_As9601_C","Butyryl-L-carnitine",2.03,162179,0,"16879",2.2,NA,NA,NA,5.14,"RTFlag",105481,"BlankFlag","RTFlag, BlankFlag",NA
"2316","170821_Smp_Nat_A","Butyryl-L-carnitine",2.25,103783,0,"42251",2.3,NA,NA,NA,5.14,"RTFlag",185307,"BlankFlag","RTFlag, BlankFlag",NA
"2317","170821_Smp_Nat_B","Butyryl-L-carnitine",2.04,174279,0,"30521",1.5,NA,NA,NA,5.14,"RTFlag",185307,"BlankFlag","RTFlag, BlankFlag",NA
"2318","170821_Smp_Nat_C","Butyryl-L-carnitine",2.27,167227,0,"39221",1.9,NA,NA,NA,5.14,"RTFlag",185307,"BlankFlag","RTFlag, BlankFlag",NA
"2319","161114_Smp_7803_B","Citrulline",12.49,122151664,1158680,"14356611",-1.5,NA,NA,NA,12.41,NA,0,NA,"",122151664
"2320","161114_Smp_7803_F","Citrulline",12.49,149333568,416752,"17622298",-1.7,NA,NA,NA,12.41,NA,0,NA,"",149333568
"2321","161114_Smp_8102_A","Citrulline",12.44,148820336,0,"16758819",-1.6,NA,NA,NA,12.41,NA,0,NA,"",148820336
"2322","161114_Smp_8102_F","Citrulline",12.47,158167760,0,"17608864",-1.9,NA,NA,NA,12.41,NA,0,NA,"",158167760
"2323","161114_Smp_8501_B","Citrulline",12.46,8121114,0,"824330",-1.9,NA,NA,NA,12.41,NA,107657,NA,"",8121114
"2324","161114_Smp_8501_C","Citrulline",12.46,7767771,0,"722267",-1.7,NA,NA,NA,12.41,NA,107657,NA,"",7767771
"2325","161114_Smp_8501_D","Citrulline",12.47,3521472,0,"394617",-1.8,NA,NA,NA,12.41,NA,107657,NA,"",3521472
"2326","161114_Smp_MED4_D","Citrulline",12.39,43380368,0,"5131447",-1.7,NA,NA,NA,12.41,NA,0,NA,"",43380368
"2327","161114_Smp_MED4_E","Citrulline",12.46,103210968,924498,"11396485",-1.7,NA,NA,NA,12.41,NA,0,NA,"",103210968
"2328","161114_Smp_MED4_F","Citrulline",12.44,124047400,0,"13707072",-1.6,NA,NA,NA,12.41,NA,0,NA,"",124047400
"2329","170821_Smp_1314P_A","Citrulline",12.1,45555656,1057723,"4481467",-1.2,NA,NA,NA,12.41,NA,817520,NA,"",45555656
"2330","170821_Smp_1314P_B","Citrulline",12.03,44000080,1023001,"4487518",-1.3,NA,NA,NA,12.41,NA,817520,NA,"",44000080
"2331","170821_Smp_1314P_C","Citrulline",12.03,37641024,1042274,"3939258",-1,NA,NA,NA,12.41,NA,817520,NA,"",37641024
"2332","170821_Smp_As9601_A","Citrulline",12.05,94656776,1924395,"9808814",-1,NA,NA,NA,12.41,NA,254363,NA,"",94656776
"2333","170821_Smp_As9601_B","Citrulline",12.05,95713432,1385651,"9286119",-1.1,NA,NA,NA,12.41,NA,254363,NA,"",95713432
"2334","170821_Smp_As9601_C","Citrulline",12.03,89127072,1808265,"8971817",-1.3,NA,NA,NA,12.41,NA,254363,NA,"",89127072
"2335","170821_Smp_Nat_A","Citrulline",12.08,176811648,2078368,"17051258",-1.3,NA,NA,NA,12.41,NA,282050,NA,"",176811648
"2336","170821_Smp_Nat_B","Citrulline",12.05,165535872,2881119,"16658230",-1.4,NA,NA,NA,12.41,NA,282050,NA,"",165535872
"2337","170821_Smp_Nat_C","Citrulline",12.05,165988304,2174169,"16497464",-1.1,NA,NA,NA,12.41,NA,282050,NA,"",165988304
"2338","161114_Smp_7803_B","Creatine",11.34,294232,577402,"46941",0.4,"SNFlag",NA,NA,11.265,NA,209036,"BlankFlag","SNFlag, BlankFlag",NA
"2339","161114_Smp_7803_F","Creatine",11.39,870798,276843,"98964",0.7,NA,NA,NA,11.265,NA,209036,"BlankFlag","BlankFlag",NA
"2340","161114_Smp_8102_A","Creatine",11.37,1341019,0,"101555",0,NA,NA,NA,11.265,NA,209036,NA,"",1341019
"2341","161114_Smp_8102_F","Creatine",11.39,739397,225237,"68895",-0.2,NA,NA,NA,11.265,NA,209036,"BlankFlag","BlankFlag",NA
"2342","161114_Smp_8501_B","Creatine",11.32,573247,738851,"52610",0.2,"SNFlag",NA,NA,11.265,NA,1100628,"BlankFlag","SNFlag, BlankFlag",NA
"2343","161114_Smp_8501_C","Creatine",11.32,1415466,185939,"73436",0.2,NA,NA,NA,11.265,NA,1100628,"BlankFlag","BlankFlag",NA
"2344","161114_Smp_8501_D","Creatine",11.34,1684193,0,"57581",0.1,NA,NA,NA,11.265,NA,1100628,"BlankFlag","BlankFlag",NA
"2345","161114_Smp_MED4_D","Creatine",11.36,485339,1117965,"56299",-0.1,"SNFlag",NA,NA,11.265,NA,209036,"BlankFlag","SNFlag, BlankFlag",NA
"2346","161114_Smp_MED4_E","Creatine",11.37,1833698,503032,"106867",-0.1,NA,NA,NA,11.265,NA,209036,NA,"",1833698
"2347","161114_Smp_MED4_F","Creatine",11.37,1717762,1345315,"137644",0.1,"SNFlag",NA,NA,11.265,NA,209036,NA,"SNFlag, ",NA
"2348","170821_Smp_1314P_A","Creatine",10.84,421032,0,"52352",0.4,NA,NA,NA,11.265,NA,152892,"BlankFlag","BlankFlag",NA
"2349","170821_Smp_1314P_B","Creatine",10.89,525013,0,"44575",0.6,NA,NA,NA,11.265,NA,152892,"BlankFlag","BlankFlag",NA
"2350","170821_Smp_1314P_C","Creatine",10.94,616356,0,"62485",0.4,NA,NA,NA,11.265,NA,152892,"BlankFlag","BlankFlag",NA
"2351","170821_Smp_As9601_A","Creatine",10.94,1026728,0,"56767",0.6,NA,NA,NA,11.265,NA,1087375,"BlankFlag","BlankFlag",NA
"2352","170821_Smp_As9601_B","Creatine",10.91,622902,0,"50826",0.7,NA,NA,NA,11.265,NA,1087375,"BlankFlag","BlankFlag",NA
"2353","170821_Smp_As9601_C","Creatine",11.17,304052,304709,"21555",0.6,"SNFlag",NA,NA,11.265,NA,1087375,"BlankFlag","SNFlag, BlankFlag",NA
"2354","170821_Smp_Nat_A","Creatine",10.93,452237,0,"44201",0.2,NA,NA,NA,11.265,NA,632460,"BlankFlag","BlankFlag",NA
"2355","170821_Smp_Nat_B","Creatine",10.88,425651,0,"43600",0.2,NA,NA,NA,11.265,NA,632460,"BlankFlag","BlankFlag",NA
"2356","170821_Smp_Nat_C","Creatine",10.9,411190,0,"56931",0.5,NA,NA,NA,11.265,NA,632460,"BlankFlag","BlankFlag",NA
"2357","161114_Smp_7803_B","Cystathionine",17.9,7446,0,"6628",-0.6,NA,NA,"areaminFlag",13.54,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"2358","161114_Smp_7803_F","Cystathionine",13.49,10064,0,"7376",-2.8,NA,NA,"areaminFlag",13.54,NA,0,NA,"areaminFlag, ",NA
"2359","161114_Smp_8102_A","Cystathionine",2.44,10490,0,"9455",-1.7,NA,NA,"areaminFlag",13.54,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"2360","161114_Smp_8102_F","Cystathionine",NA,NA,NA,"#N/A",NA,NA,NA,NA,13.54,NA,0,NA,"",NA
"2361","161114_Smp_8501_B","Cystathionine",2.49,997775,0,"563357",-7.8,NA,"ppmFlag",NA,13.54,"RTFlag",0,NA,"ppmFlag, RTFlag, ",NA
"2362","161114_Smp_8501_C","Cystathionine",2.47,1286778,0,"260104",-9.5,NA,"ppmFlag",NA,13.54,"RTFlag",0,NA,"ppmFlag, RTFlag, ",NA
"2363","161114_Smp_8501_D","Cystathionine",2.49,1683958,0,"437694",-10.1,NA,"ppmFlag",NA,13.54,"RTFlag",0,NA,"ppmFlag, RTFlag, ",NA
"2364","161114_Smp_MED4_D","Cystathionine",11.07,8785,0,"6022",-1.7,NA,NA,"areaminFlag",13.54,NA,0,NA,"areaminFlag, ",NA
"2365","161114_Smp_MED4_E","Cystathionine",2.45,148294,0,"128568",-2.1,NA,NA,NA,13.54,"RTFlag",0,NA,"RTFlag, ",NA
"2366","161114_Smp_MED4_F","Cystathionine",10.28,13189,0,"6532",-4.5,NA,NA,"areaminFlag",13.54,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"2367","170821_Smp_1314P_A","Cystathionine",NA,NA,NA,"#N/A",NA,NA,NA,NA,13.54,NA,NA,NA,"",NA
"2368","170821_Smp_1314P_B","Cystathionine",13.06,3748,0,"3617",-6.2,NA,"ppmFlag","areaminFlag",13.54,NA,NA,NA,"ppmFlag, areaminFlag, ",NA
"2369","170821_Smp_1314P_C","Cystathionine",13.08,5552,0,"4879",-0.7,NA,NA,"areaminFlag",13.54,NA,NA,NA,"areaminFlag, ",NA
"2370","170821_Smp_As9601_A","Cystathionine",NA,NA,NA,"#N/A",NA,NA,NA,NA,13.54,NA,NA,NA,"",NA
"2371","170821_Smp_As9601_B","Cystathionine",13.34,0,0,"0",NA,NA,NA,"areaminFlag",13.54,NA,NA,NA,"areaminFlag, ",NA
"2372","170821_Smp_As9601_C","Cystathionine",13.27,0,0,"0",NA,NA,NA,"areaminFlag",13.54,NA,NA,NA,"areaminFlag, ",NA
"2373","170821_Smp_Nat_A","Cystathionine",13.16,133528,0,"17853",-5.1,NA,NA,NA,13.54,NA,0,NA,"",133528
"2374","170821_Smp_Nat_B","Cystathionine",13.13,134462,0,"17359",-5.4,NA,NA,NA,13.54,NA,0,NA,"",134462
"2375","170821_Smp_Nat_C","Cystathionine",13.07,124535,0,"19432",-5.3,NA,NA,NA,13.54,NA,0,NA,"",124535
"2376","161114_Smp_7803_B","Cytosine",7.16,200291936,0,"10033623",0,NA,NA,NA,7.12,NA,1065103,NA,"",200291936
"2377","161114_Smp_7803_F","Cytosine",7.18,219137152,0,"11037290",0,NA,NA,NA,7.12,NA,1065103,NA,"",219137152
"2378","161114_Smp_8102_A","Cytosine",7.38,184603968,0,"14870029",0,NA,NA,NA,7.12,NA,1065103,NA,"",184603968
"2379","161114_Smp_8102_F","Cytosine",7.37,147240112,0,"11376942",0,NA,NA,NA,7.12,NA,1065103,NA,"",147240112
"2380","161114_Smp_8501_B","Cytosine",7.38,105545824,8103275,"8010005",0.2,NA,NA,NA,7.12,NA,4694622,NA,"",105545824
"2381","161114_Smp_8501_C","Cytosine",7.4,115346296,9342396,"8745101",0.1,NA,NA,NA,7.12,NA,4694622,NA,"",115346296
"2382","161114_Smp_8501_D","Cytosine",7.4,122397032,8878179,"9506709",-0.1,NA,NA,NA,7.12,NA,4694622,NA,"",122397032
"2383","161114_Smp_MED4_D","Cytosine",7.38,80532488,3760154,"5863185",-0.1,NA,NA,NA,7.12,NA,1065103,NA,"",80532488
"2384","161114_Smp_MED4_E","Cytosine",7.42,71521240,6877673,"5104087",0,NA,NA,NA,7.12,NA,1065103,NA,"",71521240
"2385","161114_Smp_MED4_F","Cytosine",7.38,73409704,7950170,"5778892",0,NA,NA,NA,7.12,NA,1065103,NA,"",73409704
"2386","170821_Smp_1314P_A","Cytosine",6.93,37082612,2414403,"2868152",0.4,NA,NA,NA,7.12,NA,67910,NA,"",37082612
"2387","170821_Smp_1314P_B","Cytosine",6.93,26770400,1584391,"2075686",0.1,NA,NA,NA,7.12,NA,67910,NA,"",26770400
"2388","170821_Smp_1314P_C","Cytosine",6.92,36516548,2328704,"2966808",0.1,NA,NA,NA,7.12,NA,67910,NA,"",36516548
"2389","170821_Smp_As9601_A","Cytosine",6.92,20914760,1737400,"1634844",0.4,NA,NA,NA,7.12,NA,204596,NA,"",20914760
"2390","170821_Smp_As9601_B","Cytosine",6.93,29819768,1652776,"2364577",0.4,NA,NA,NA,7.12,NA,204596,NA,"",29819768
"2391","170821_Smp_As9601_C","Cytosine",6.95,22503958,2113653,"1774654",0.3,NA,NA,NA,7.12,NA,204596,NA,"",22503958
"2392","170821_Smp_Nat_A","Cytosine",6.93,15272484,1443100,"1176452",0.4,NA,NA,NA,7.12,NA,204669,NA,"",15272484
"2393","170821_Smp_Nat_B","Cytosine",6.93,16687501,1585174,"1243377",-0.1,NA,NA,NA,7.12,NA,204669,NA,"",16687501
"2394","170821_Smp_Nat_C","Cytosine",6.94,13154313,1121045,"1010309",0.3,NA,NA,NA,7.12,NA,204669,NA,"",13154313
"2395","161114_Smp_7803_B","DL-Alanine, D3",11.23,15720175,0,"1562478",4.9,NA,NA,NA,11.195,NA,15819626,"BlankFlag","BlankFlag",NA
"2396","161114_Smp_7803_F","DL-Alanine, D3",11.23,16559670,0,"1622843",5,NA,NA,NA,11.195,NA,15819626,"BlankFlag","BlankFlag",NA
"2397","161114_Smp_8102_A","DL-Alanine, D3",11.21,19662186,148939,"2404262",5,NA,NA,NA,11.195,NA,15819626,"BlankFlag","BlankFlag",NA
"2398","161114_Smp_8102_F","DL-Alanine, D3",11.23,19414528,277468,"2106391",5,NA,NA,NA,11.195,NA,15819626,"BlankFlag","BlankFlag",NA
"2399","161114_Smp_8501_B","DL-Alanine, D3",11.23,17809438,0,"2018679",5,NA,NA,NA,11.195,NA,15559308,"BlankFlag","BlankFlag",NA
"2400","161114_Smp_8501_C","DL-Alanine, D3",11.23,19666782,0,"2232455",5.1,NA,NA,NA,11.195,NA,15559308,"BlankFlag","BlankFlag",NA
"2401","161114_Smp_8501_D","DL-Alanine, D3",11.23,16923262,0,"1880637",5.2,NA,NA,NA,11.195,NA,15559308,"BlankFlag","BlankFlag",NA
"2402","161114_Smp_MED4_D","DL-Alanine, D3",11.21,21127650,147640,"2167761",5,NA,NA,NA,11.195,NA,15819626,"BlankFlag","BlankFlag",NA
"2403","161114_Smp_MED4_E","DL-Alanine, D3",11.21,20561132,233653,"2054075",5,NA,NA,NA,11.195,NA,15819626,"BlankFlag","BlankFlag",NA
"2404","161114_Smp_MED4_F","DL-Alanine, D3",11.24,23457112,230592,"2366438",4.9,NA,NA,NA,11.195,NA,15819626,"BlankFlag","BlankFlag",NA
"2405","170821_Smp_1314P_A","DL-Alanine, D3",10.91,27341482,0,"3163628",5,NA,NA,NA,11.195,NA,26863870,"BlankFlag","BlankFlag",NA
"2406","170821_Smp_1314P_B","DL-Alanine, D3",10.91,27172780,0,"3171854",4.7,NA,NA,NA,11.195,NA,26863870,"BlankFlag","BlankFlag",NA
"2407","170821_Smp_1314P_C","DL-Alanine, D3",10.91,28465174,0,"3320491",5,NA,NA,NA,11.195,NA,26863870,"BlankFlag","BlankFlag",NA
"2408","170821_Smp_As9601_A","DL-Alanine, D3",10.93,25811402,278369,"3093549",5.2,NA,NA,NA,11.195,NA,31021216,"BlankFlag","BlankFlag",NA
"2409","170821_Smp_As9601_B","DL-Alanine, D3",10.91,32653902,0,"3843113",4.8,NA,NA,NA,11.195,NA,31021216,"BlankFlag","BlankFlag",NA
"2410","170821_Smp_As9601_C","DL-Alanine, D3",10.91,25792620,0,"3056393",5.1,NA,NA,NA,11.195,NA,31021216,"BlankFlag","BlankFlag",NA
"2411","170821_Smp_Nat_A","DL-Alanine, D3",10.91,24000568,210688,"2807580",4.9,NA,NA,NA,11.195,NA,31428846,"BlankFlag","BlankFlag",NA
"2412","170821_Smp_Nat_B","DL-Alanine, D3",10.89,30050044,0,"3527420",4.7,NA,NA,NA,11.195,NA,31428846,"BlankFlag","BlankFlag",NA
"2413","170821_Smp_Nat_C","DL-Alanine, D3",10.91,27751450,0,"3252383",5,NA,NA,NA,11.195,NA,31428846,"BlankFlag","BlankFlag",NA
"2414","161114_Smp_7803_B","DL-Histidine, 15N",11.31,10869328,0,"749144",-0.1,NA,NA,NA,11.27,NA,6728000,"BlankFlag","BlankFlag",NA
"2415","161114_Smp_7803_F","DL-Histidine, 15N",11.26,12591816,0,"753080",-0.2,NA,NA,NA,11.27,NA,6728000,"BlankFlag","BlankFlag",NA
"2416","161114_Smp_8102_A","DL-Histidine, 15N",11.2,32217942,0,"2270086",-0.2,NA,NA,NA,11.27,NA,6728000,"BlankFlag","BlankFlag",NA
"2417","161114_Smp_8102_F","DL-Histidine, 15N",11.26,23168936,0,"1591844",-0.3,NA,NA,NA,11.27,NA,6728000,"BlankFlag","BlankFlag",NA
"2418","161114_Smp_8501_B","DL-Histidine, 15N",11.26,11137769,0,"926667",-0.1,NA,NA,NA,11.27,NA,6462625,"BlankFlag","BlankFlag",NA
"2419","161114_Smp_8501_C","DL-Histidine, 15N",11.25,15009140,0,"1204242",0,NA,NA,NA,11.27,NA,6462625,"BlankFlag","BlankFlag",NA
"2420","161114_Smp_8501_D","DL-Histidine, 15N",11.28,8852535,0,"719519",0.1,NA,NA,NA,11.27,NA,6462625,"BlankFlag","BlankFlag",NA
"2421","161114_Smp_MED4_D","DL-Histidine, 15N",11.25,20879798,255426,"1352972",-0.1,NA,NA,NA,11.27,NA,6728000,"BlankFlag","BlankFlag",NA
"2422","161114_Smp_MED4_E","DL-Histidine, 15N",11.36,36274892,54228,"2668444",-0.4,NA,NA,NA,11.27,NA,6728000,NA,"",36274892
"2423","161114_Smp_MED4_F","DL-Histidine, 15N",11.32,48824696,385059,"3363141",-0.4,NA,NA,NA,11.27,NA,6728000,NA,"",48824696
"2424","170821_Smp_1314P_A","DL-Histidine, 15N",10.93,149360288,1644712,"9052338",-0.1,NA,NA,NA,11.27,NA,128001600,"BlankFlag","BlankFlag",NA
"2425","170821_Smp_1314P_B","DL-Histidine, 15N",10.93,152170032,2378267,"9111976",-0.3,NA,NA,NA,11.27,NA,128001600,"BlankFlag","BlankFlag",NA
"2426","170821_Smp_1314P_C","DL-Histidine, 15N",10.91,161367840,1428325,"9577542",-0.2,NA,NA,NA,11.27,NA,128001600,"BlankFlag","BlankFlag",NA
"2427","170821_Smp_As9601_A","DL-Histidine, 15N",10.93,156330928,395482,"10118129",-0.1,NA,NA,NA,11.27,NA,145376592,"BlankFlag","BlankFlag",NA
"2428","170821_Smp_As9601_B","DL-Histidine, 15N",10.91,190309712,1857909,"14281937",-0.3,NA,NA,NA,11.27,NA,145376592,"BlankFlag","BlankFlag",NA
"2429","170821_Smp_As9601_C","DL-Histidine, 15N",10.93,154055040,925482,"9324791",-0.2,NA,NA,NA,11.27,NA,145376592,"BlankFlag","BlankFlag",NA
"2430","170821_Smp_Nat_A","DL-Histidine, 15N",10.93,106033696,139871,"7910156",-0.3,NA,NA,NA,11.27,NA,146905568,"BlankFlag","BlankFlag",NA
"2431","170821_Smp_Nat_B","DL-Histidine, 15N",10.93,158399728,2071637,"11545980",-0.4,NA,NA,NA,11.27,NA,146905568,"BlankFlag","BlankFlag",NA
"2432","170821_Smp_Nat_C","DL-Histidine, 15N",10.91,155454688,1006883,"11074964",-0.2,NA,NA,NA,11.27,NA,146905568,"BlankFlag","BlankFlag",NA
"2433","161114_Smp_7803_B","DL-Proline, D7",NA,NA,NA,"#N/A",NA,NA,NA,NA,9.355,NA,0,NA,"",NA
"2434","161114_Smp_7803_F","DL-Proline, D7",23.46,4066,0,"2377",-2.3,NA,NA,"areaminFlag",9.355,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"2435","161114_Smp_8102_A","DL-Proline, D7",NA,NA,NA,"#N/A",NA,NA,NA,NA,9.355,NA,0,NA,"",NA
"2436","161114_Smp_8102_F","DL-Proline, D7",19.96,4220,0,"2246",-1.5,NA,NA,"areaminFlag",9.355,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"2437","161114_Smp_8501_B","DL-Proline, D7",NA,NA,NA,"#N/A",NA,NA,NA,NA,9.355,NA,0,NA,"",NA
"2438","161114_Smp_8501_C","DL-Proline, D7",3.05,8324,0,"8344",0.2,NA,NA,"areaminFlag",9.355,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"2439","161114_Smp_8501_D","DL-Proline, D7",NA,NA,NA,"#N/A",NA,NA,NA,NA,9.355,NA,0,NA,"",NA
"2440","161114_Smp_MED4_D","DL-Proline, D7",3.1,8016,0,"4730",0.9,NA,NA,"areaminFlag",9.355,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"2441","161114_Smp_MED4_E","DL-Proline, D7",NA,NA,NA,"#N/A",NA,NA,NA,NA,9.355,NA,0,NA,"",NA
"2442","161114_Smp_MED4_F","DL-Proline, D7",NA,NA,NA,"#N/A",NA,NA,NA,NA,9.355,NA,0,NA,"",NA
"2443","170821_Smp_1314P_A","DL-Proline, D7",9.05,118919416,1080267,"9248044",1.5,NA,NA,NA,9.355,NA,117239192,"BlankFlag","BlankFlag",NA
"2444","170821_Smp_1314P_B","DL-Proline, D7",9.07,124204328,1213065,"9870233",1,NA,NA,NA,9.355,NA,117239192,"BlankFlag","BlankFlag",NA
"2445","170821_Smp_1314P_C","DL-Proline, D7",9.05,130424152,1230981,"10098428",1.1,NA,NA,NA,9.355,NA,117239192,"BlankFlag","BlankFlag",NA
"2446","170821_Smp_As9601_A","DL-Proline, D7",9.07,114832280,1487369,"9174158",1.6,NA,NA,NA,9.355,NA,121952920,"BlankFlag","BlankFlag",NA
"2447","170821_Smp_As9601_B","DL-Proline, D7",9.05,131076984,1081257,"10060596",1.3,NA,NA,NA,9.355,NA,121952920,"BlankFlag","BlankFlag",NA
"2448","170821_Smp_As9601_C","DL-Proline, D7",9.07,129714560,1499825,"9624612",1.4,NA,NA,NA,9.355,NA,121952920,"BlankFlag","BlankFlag",NA
"2449","170821_Smp_Nat_A","DL-Proline, D7",9.04,115986608,470418,"8987054",1.4,NA,NA,NA,9.355,NA,123915944,"BlankFlag","BlankFlag",NA
"2450","170821_Smp_Nat_B","DL-Proline, D7",9.05,118934232,1158709,"8681672",1,NA,NA,NA,9.355,NA,123915944,"BlankFlag","BlankFlag",NA
"2451","170821_Smp_Nat_C","DL-Proline, D7",9.06,119814280,1211506,"8779988",1.3,NA,NA,NA,9.355,NA,123915944,"BlankFlag","BlankFlag",NA
"2452","161114_Smp_7803_B","DL-Valine, D8",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.87,NA,0,NA,"",NA
"2453","161114_Smp_7803_F","DL-Valine, D8",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.87,NA,0,NA,"",NA
"2454","161114_Smp_8102_A","DL-Valine, D8",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.87,NA,0,NA,"",NA
"2455","161114_Smp_8102_F","DL-Valine, D8",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.87,NA,0,NA,"",NA
"2456","161114_Smp_8501_B","DL-Valine, D8",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.87,NA,0,NA,"",NA
"2457","161114_Smp_8501_C","DL-Valine, D8",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.87,NA,0,NA,"",NA
"2458","161114_Smp_8501_D","DL-Valine, D8",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.87,NA,0,NA,"",NA
"2459","161114_Smp_MED4_D","DL-Valine, D8",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.87,NA,0,NA,"",NA
"2460","161114_Smp_MED4_E","DL-Valine, D8",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.87,NA,0,NA,"",NA
"2461","161114_Smp_MED4_F","DL-Valine, D8",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.87,NA,0,NA,"",NA
