MassFeature_Column,Identification,Confidence,mz,rt,Column,z,KM1513-125m_A,KM1513-125m_B,KM1513-125m_C,KM1513-15m_A,KM1513-15m_B,KM1513-15m_C,KM1513-45m_A,KM1513-45m_B,KM1513-45m_C,KM1513-75m_A,KM1513-75m_B,KM1513-75m_C,S11C1_A,S12C1_A,S12C1_B,S13C1_A,S13C1_B,S14C1_A,S14C1_B,S14C1_C,S2C3_A,S4C1_A,S4C1_B,S4C1_C,S4C2_A,S4C2_B,S6C1_A,S6C1_B,S6C1_C,S6C2_A,S6C2_B,S7E41D100_1,S7E41D120_1,S7E41D140_1,S7E41D160_1,S7E41D180_1,S7E41D250_1,S7E41D30_1,S7E41D40_1,S7E41D60_1,S7E41D80_1,S8C1_A,S9C1_A,S9C1_B,S9C2_A,S9C2_B,U3_A,U3_B,U4_A,U4_B,U6_A,U6_B,U7_A,U7_B,U8_A,U8_B,U9_A,U9_B,1314_A,1314_B,1314_C,1314P_A,1314P_B,1314P_C,1545_A,1545_B,1545_C,1771_A,1771_B,1771_C,2021_A,2021_B,2021_C,2090_A,2090_B,2090_C,3430_A,3430_B,3430_C,371_A,371_B,371_C,449_A,449_B,449_C,7803_B,7803_F,8102_A,8102_F,8501_B,8501_C,8501_D,As9601_A,As9601_B,As9601_C,Cy_A,Cy_B,Cy_C,MED4_D,MED4_E,MED4_F,Nat_A,Nat_B,Nat_C,Nmar_1,Nmar_2,Nmar_3,Np_A,Np_C,Np_F,Pc55x_A,Pc55x_B,Pc55x_C,Pt_C,Pt_F,To_A,To_B,To_C,Tp_A,Tp_E,Tp_F
I203.1392R1.16_CyanoAq_X_RP,NA,4,203.1392444,69.85619044,RP,1,156685.41330256496,129653.78443046822,171617.2484224211,878560.5508107175,1075094.5633070853,738901.4876974525,229883.72754302865,179701.1541534289,203534.21868371527,112365.01135148373,141539.87134569482,363315.19908449973,62492.675364786795,435734.9525828462,480103.84739029163,119037.60666792144,135901.38082895862,146957.42305763398,373084.71207585913,214079.86832137994,24646.28836214346,34870.497672774385,54742.734706847135,50242.103383901755,32323.060878090317,72445.89264400263,41534.584776418524,59079.73102913741,30069.781500885474,80758.68078139427,71144.9948363961,22664.525888713702,43804.6330798021,28430.034152552984,45912.23744478076,62101.79705500455,16453.713075608986,4006592.059334436,2990601.5932196113,233275.23512457538,63242.66390830261,98148.8532154283,55001.983511390834,72133.40660447323,64475.6439971347,35669.3193442396,82658.20872283526,188505.1356068014,50412.831220696164,43589.86884878021,360403.9626461749,538732.6082416608,613030.1643051996,57114.71470300099,170968.81783914776,462452.9803855455,162447.6118425064,201013.19610856948,5.576204496261201,5.469688168834694,5.514362437474211,0,0,0,0,0,0,6.15575324631654,6.221152287341606,6.401933668860469,6.426525333745303,6.1738967788479,6.278191320608416,5.713172449599882,5.676211514431517,5.753036945828598,5.742069047781557,5.608912954052092,6.014737107917352,5.7688048577798,5.892668215689076,5.847777056904695,6.741914339040371,6.676899319235102,6.608761406916064,6.156237838087048,5.7240155109626265,6.190138529914671,6.112385355455158,5.699834161972813,5.821836326480087,5.8124287165012145,5.051420418033285,5.00388798941181,5.122898097701671,6.14036288366877,6.444925731597391,6.283598180875176,6.153238474875068,6.245519043012929,6.234440158401405,5.8963336000450335,0,0,0,0,0,6.151519207673336,6.162221970002775,6.040066671029023,0,0,0,4.794305125015695,4.847344674008792,5.340405297035378,5.029244497250072,4.854246223337813,5.625863849784866,5.5086547132771315,5.273755869723452
I204.1232R7.22_HILICPos_X_HILICPos,Acetyl-L-carnitine,1,204.1231804,433.4715791,HILIC,1,12389448.151191454,11534184.387838949,13471357.107641742,17915241.86915888,18940451.58878505,16562984.672897197,9596919.111111112,10643162.666666666,9577793.777777778,10816422.047244094,9793036.220472442,13130406.2992126,5653002,5502041.2,5406819.6,3953919.6,4843824.4,3106362.8,3951099.2,5040549.2,3895682.1052631577,3730694.6086956523,2235977.217391304,3900382.6086956523,2690783,3026393.6,2956185.8181818184,4374086.545454546,4183074.909090909,3295962.285714286,3841612.9523809524,1536438.25,2356751.5,1862228,1785759.75,3645160.5,1260291.75,55176708,28767288,4738277.5,1573061.75,11976191.238095239,4499189.9130434785,4257400.363636363,9520307.2,7241388.8,15510461.935483871,25388533.333333332,3727610.3703703703,3862671.6666666665,7071981.6,14737735.61904762,13414873.6,7417563.2,5738030.4,9775174.4,8707238.4,3330957.8,0,0,0,0,0,0,0,0,0,0,0,0,9.432329729826767,9.209747327727582,9.199113667332176,8.38851411959624,8.24897162165937,8.341773678931377,0,0,0,7.8696667337027755,7.903850054442798,7.964275412569864,8.568582821367755,8.481915218731523,8.388243945147916,0,0,0,0,0,0,0,0,0,0,8.614897680390534,9.09502147313095,8.856499517562192,0,0,0,0,0,0,0,0,0,8.620860128565766,8.552631437887776,8.530242525269337,8.093274510988893,8.127351956729592,8.190460535699534,7.703722547676006,7.724894933303802,8.758692052131883,8.691827185948998,8.495944504450055,8.836132011223919,8.869938532114443,8.560761311419812
I204.1233R3.65_HILICPos_X_HILICPos,NA,4,204.1233135,219.1968876,HILIC,1,6027.5250818850145,99147.05054538418,64712.035844269,660217.7028092085,960226.8716310511,815425.8191496283,140588.9933008323,449692.5705797521,200632.63178060146,44866.601962729044,99508.8822497461,468135.39567544387,49391.107985618764,2664968.9447953,2558548.938890771,100344.33234514935,157750.84616815072,NA,60082.43550999954,25421.1534418802,67094.95459718641,NA,47237.88041700358,80316.06319028724,363358.97198710963,535884.3451484172,380662.0985535716,306813.9052465187,293798.59459647856,81780.20928004665,137736.28895099284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39791.54605588569,225611.79990305286,151588.13264174433,463873.44562816824,194334.2304801845,44948698.883799724,78874763.79280682,2938251.3522331477,2332552.027499462,4827933.619966443,3891377.4198366115,3795758.781064181,3039828.790558743,5501579.998106136,5407145.500296804,4452847.797768951,3058233.8592168023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6544536298795025,6.718562572207628,6.756328172807353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I204.1596R0.89_CyanoAq_X_RP,NA,4,204.1596333,53.36706598,RP,1,8092.394240232121,6573.242797286646,7803.530945824461,24454.931201113155,33215.38268581254,30426.544840965344,21350.056239269346,26435.702111018312,23972.82540974257,18475.310471419212,30715.828156530566,45873.26148094695,14858.936070678625,68255.10068969923,67430.82976667183,48010.57887760858,67821.52744835986,36864.11215948863,36068.597387927046,32792.45930541975,26271.830869456266,76136.23060865869,55384.844055763635,67323.92035010857,45862.460521213914,60361.38446701891,81885.73624101792,69879.84261996926,82307.27883113812,57370.38689550853,55215.880175061735,NA,15165.634590991169,NA,NA,NA,NA,158751.38114384146,154757.7166879393,27906.48001930095,NA,14275.650531327172,19175.187469339882,17781.293134038802,20871.34175189703,14164.267583805722,59225.9919213662,78937.1320635016,48529.91077337341,48241.62501595187,43780.65221037651,56408.378643373624,37208.454409336584,39203.21076517091,52988.83517836539,67763.57121592735,86918.36538509912,51831.11496096529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I206.0351R6.59_HILICPos_X_HILICPos,NA,4,206.0350891,395.3834774,HILIC,1,594274.6096959737,630106.0805258834,743313.8866064092,554503.831775701,577759.1588785048,518372.71028037387,527936,519178.77777777775,489374.22222222225,493256.220472441,478056.37795275595,580934.094488189,717193.3,285704.9,250035.9,161526.9,212434,93125.5,660029.1,154966.7,128215.68421052632,110730.52173913043,124728.34782608696,132856.1739130435,103715.5,49132.8,162180,348348.45454545453,402095,199140.7619047619,351677.61904761905,94792.5,81863.5,149653.5,300495,281858.75,12041.25,3720859.25,3345226.5,1879408,307511,1867987.238095238,1209104.7826086956,1360214.3636363635,1221726.2,819917.4,411620.8387096774,430861.4,74032.81481481482,49289,417459.8,1357312.2857142857,1873963,710208.4,644107.3,1382329.6,1224040.7,341153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I206.0675R2.59_CyanoAq_X_RP,NA,4,206.0674531,155.2494688,RP,1,21555.945149135954,12069.301515459156,11886.805992006339,14033.908333469011,17495.69572601809,10657.215395312785,44573.15602890242,39444.67617789864,25876.927762695606,11304.738850148602,12663.181781272582,4149.554008133815,13828.391013618288,8801.384914612714,36833.73112996722,13955.913095633165,6589.034565814705,4630.603047684315,9236.702096198827,5786.918153448902,NA,9688.91678138582,15453.289447013676,8832.893883454137,12106.343405850273,NA,43066.113062224416,23391.63329900602,36075.78402457793,4305.598437717597,8574.756436477674,33753.907968204345,31446.72837204764,33914.35762152026,23205.87020819699,22172.570655706295,19060.529190172798,46733.36694169187,61444.39575672565,56941.5309217354,27913.561199383286,8165.403704350065,NA,15175.389402849105,15030.34485433636,39949.65682927216,8933.547693177392,6531.02132802747,NA,22980.134518253533,NA,4381.541415043737,4720.641492607906,42275.212506491705,3986.5548468302177,13777.561197225694,14101.568932520211,30065.155870157265,0,0,4.9857437284908706,0,0,0,4.925973624638892,0,4.929363863844374,0,0,0,0,0,4.644999553586711,0,0,0,0,0,0,5.273669168425669,5.283040975233784,5.521493076707323,5.484278208954964,5.546125901390827,0,0,0,5.305475855671328,4.905412480445611,4.478508697455082,4.320175157471644,4.265812184838187,0,0,0,0,0,0,0,0,0,0,0,0,8.704452422209778,8.793440864110954,8.687865279074266,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I206.1389R6.76_HILICPos_X_HILICPos,Pantothenol;,3,206.1388583,405.7885618,HILIC,1,2519211.832374692,2258405.094494659,2248465.8997534923,12674121.869158879,15421958.878504673,14492228.78504673,5401808.888888889,6816977.333333333,5821730.222222222,5088696.062992127,7524028.3464566935,10701642.83464567,348082,792563.5,801788.8,7380247.2,7277093.6,7077516,4900461.6,6133367.6,6672280.421052632,6040560.695652174,3981690.434782609,5980801.391304348,4209015.2,5160561.2,1267449.0909090908,1112353.6363636365,1369294.3636363635,2327310.6666666665,2163806.8571428573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153209.61904761905,263480.52173913043,282720.9090909091,422012,360196.3,847426.0645161291,1309248.6666666667,432710.14814814815,463365.5833333333,462861.5,404494.1904761905,214326.7,512408.7,499144,391322.1,711570,530203.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I207.0686R8.88_HILICPos_X_HILICPos,NA,4,207.0686307,532.6265153,HILIC,1,71767.49580181927,30854.16326383654,50958.78701336678,2115116.9770374843,2473108.8731230055,1993303.8385696192,540016.020279861,566640.5725999828,491218.1730436574,429939.41462284507,680381.3377719461,474412.222352202,132779.3423681504,240612.26163139363,145948.94069086344,2499585.835412378,2069935.8398934323,1131485.599725435,660296.6974345457,1159504.6482222895,2489871.841672281,7118625.330065792,915369.1959167914,6368397.850969745,3175956.6963782506,2278690.9378000116,174611.60134410497,182985.56265966612,204181.92413448088,533751.8096064588,462262.3861822047,NA,NA,NA,NA,NA,NA,NA,101252.3894159797,NA,NA,630241.4226451897,199955.66868683303,125019.16875147582,1016149.6774114065,608752.1751657521,351615.30883815145,317796.21920612606,105288.77815197303,158205.37953916044,172172.03941573,118998.88597193842,141752.32272561052,229115.05925809452,150764.31668908504,172924.71919136925,118956.80264663429,51318.48582897883,0,0,0,0,0,0,0,0,0,0,0,0,4.341893639841326,0,0,0,0,0,0,0,0,0,0,0,5.694657341206891,5.801455145129873,5.885656974986429,0,0,0,0,0,0,0,0,0,0,6.527720032607718,6.914500282819217,6.713348597070274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I207.1704R6.56_HILICPos_X_HILICPos,NA,4,207.1704487,393.7229648,HILIC,1,5203857.354149548,4080608.381265407,5025217.748562038,19794150.280373834,24787898.31775701,19611665.046728972,6972240.888888889,7728827.555555556,6392649.777777778,4062326.2992125987,5501005.984251969,8452806.929133859,1310401.4,626406.4,482219.9,389846.9,552999,459550.4,2048236.2,547258.3,470189.15789473685,293399.2173913043,210085.91304347827,378489.3043478261,285109.3,241173.7,333811.9090909091,646038.8181818182,999347.6363636364,402319.71428571426,598849.8095238095,59453,54240.75,45943,115080.5,137697.75,NA,4624080.5,4351594.5,2300977.25,128461.75,2463415.238095238,2536667.1304347827,2049951.6363636365,2918547.8,1516327.9,1586268.7741935484,2317312.8,294356.3703703704,179537,1146249.9,4041735.238095238,3005995.2,1898286.2,2115509.4,4058606.4,4079591.6,756621.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I209.0478R11.07_HILICPos_X_HILICPos,2-(2'-Methylthio)ethylmalic acid; 3-(2'-Methylthio)ethylmalic acid;,3,209.0478401,664.2395782,HILIC,1,1192410.7865305904,545637.6789525043,761361.9887283696,7721675.326103469,8273922.421861093,5792806.45720687,7052983.433472418,7387443.856754032,6685195.402920356,4170624.0494576697,5016424.338382914,6451813.968100484,295661.4642450645,4303645.062971784,2068024.0036440666,1514916.3398412666,2043343.4630783987,2945169.632578154,2048059.1241562827,1306708.5089877092,644595.0404895336,3137109.6507895966,624084.4337526734,1678385.169261882,694057.0554998943,3540907.2007046207,1149951.295033034,2292956.4803066384,1272301.3470403356,2167214.603089948,1375811.2733688217,981172.0797544956,1112756.698930926,992468.2788239716,743375.1730630982,1398393.3383182194,636421.692902971,88046674.7352152,21128997.456797093,1730769.0624586286,933290.8471906495,674404.9513211969,590843.5796186689,326120.7788141833,882764.0143248495,262536.47657719796,2244089.360865651,2008353.9322541666,1185323.3994831156,751751.0451594014,1451470.7684705514,1295627.9488699096,575749.7780933302,519494.12142748304,1533795.3585606485,1487285.5615298252,1611952.931287729,927794.5346779745,0,0,0,0,0,0,0,0,0,9.274752941881841,9.402932279064526,9.604765215142734,8.350181841885691,8.345363676670667,9.194331575737682,0,0,0,0,0,0,0,0,0,6.982128432409167,7.010753799248649,6.967324681801424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I209.0843R7.18_HILICPos_X_HILICPos,NA,4,209.0842635,430.7906915,HILIC,1,160134.42892358257,153396.46672144617,143265.16023007396,2996413.831775701,3901437.3831775705,3788791.401869159,358168.6666666667,369319,367399.22222222225,304516.45669291343,454468.5826771654,797078.9763779528,476487.6,298222,337105.9,4400062.4,6623336,2924233.8,1936556.2,2847909.2,1841104.8421052631,1230026.2608695652,810065.6521739131,1333746.4347826086,4978247.2,6193994.8,709717.5454545454,848818.5454545454,1006023.7272727273,606565.3333333334,482379.5238095238,0,3904.25,3112.75,2981.75,0,NA,0,0,13218.75,937,506563.14285714284,628702.2608695652,510824.45454545453,766374.3,554068.6,545362.0645161291,915889.6666666666,383816.81481481483,382061,462689.1,557497.9047619047,680695.4,822288,666343.6,760992.3,587021.3,373518.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I209.0844R8.07_HILICPos_X_HILICPos,NA,4,209.0843609,484.3683671,HILIC,1,1891537.7156943304,1550518.1594083812,2178243.714050945,6310438.878504673,7478253.457943926,6097205.23364486,7561315.555555556,9383359.111111112,8248634.666666667,5569429.2913385825,7848267.086614174,9582262.677165356,652179.1,407041.4,474636.7,5726334.4,5349291.2,4508524.4,4397674.4,4808956,4420896.842105263,8471541.56521739,4281509.565217392,7644381.217391305,5671148,7619804.8,503096.8181818182,482744.1818181818,568538.0909090909,3811982.8571428573,4027230.8571428573,7457.25,121223,32536.25,69066.25,53448,NA,4212557.5,1960845,162695,93957,1409274.1904761905,903825.304347826,825274.9090909091,1138944.5,857852.7,894516.3225806452,1288803.4666666666,597738.2962962963,594406.5,597623.6,777031.4285714285,1183610.3,839244.2,650654.2,903339.7,769161.4,479710.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I211.0565R12.12_HILICPos_X_HILICPos,NA,4,211.0564697,727.2634504,HILIC,1,552736.976170912,1198141.9884963024,1303366.3105998356,999125.2336448599,1101100.6542056075,2723693.831775701,862622.6666666666,1048164.6666666666,961687,658643.7007874016,1716272.125984252,2885475.9055118114,776168.2,587656.2,1194945.9,581777.8,385333.9,597723.7,664458.4,1099985.1,513560.1052631579,227127.91304347827,422445.73913043475,611668,753027.6,366479.4,841539.9090909091,899656.3636363636,1606762.5454545454,337822.09523809527,907510.8571428572,NA,145035,146326.75,141682,NA,47423.75,2548.5,NA,315239.5,195446,891111.3333333334,211279.91304347827,608636.5454545454,1107433.4,1234041,1229645.1612903227,1317501.4666666666,415229.9259259259,990357.0833333334,380271.3,1088002.9523809524,1069206.5,1535803.3,699791.6,1346597.2,1774762.2,1251683.9,0,0,0,0,0,0,0,0,0,6.395013561656337,6.3764803599955995,6.338987586960292,6.3557584458881085,6.234386690812016,6.461865661994109,6.970079210038191,7.142664212556129,7.033838606347431,6.410372633820527,6.226939092055679,6.491955617433797,7.109106595153048,7.109091035051925,7.186466181455176,6.759361969945908,6.67185797071562,6.510900856298594,7.332957271360792,7.346015394383441,7.375202808223638,7.482208473766468,6.808782943705734,6.612696620716573,6.704169252671901,0,5.645529262975949,0,6.210770530103295,6.721251188463117,6.337263554469343,8.241992108812555,7.830315146893586,7.631666406586548,6.147464673503139,6.785657522256396,0,8.364908645663219,8.501855554220192,8.664588858936039,5.298432299272963,5.2289821064257245,5.23653648511085,4.683494432778173,4.707964323261502,4.815081628929186,4.31625232146348,3.700546798470016,5.640039015541965,6.071896458468811,6.126192515982899,6.701257662840499,6.767598962668828,6.488006571885067
I214.0388R5.25_HILICNeg_X_HILICNeg,NA,4,214.0388327,314.7142973,HILIC,-1,135201.15036976172,136631.7173377157,201746.17912900576,186655.8878504673,244700.2803738318,204484.7663551402,137951.11111111112,167639.88888888888,144553.88888888888,116184.17322834647,146152.67716535434,253730,70856,255366.2,309321.8,85022.4,88364,85796,104015.8,77965.6,36158.73684210526,76020.95652173914,69848.17391304347,84366.08695652174,67839.5,74938.4,286221.45454545453,233766,236213.72727272726,115457.42857142857,135148.19047619047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38061.23809523809,289310.95652173914,57006,81436.6,36923.2,226938.96774193548,292387.5333333333,77497.25925925926,79970.41666666667,148388.6,301184.4761904762,101179.2,99393.5,130134.5,454103.4,255547.2,127803.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I214.0484R11.68_HILICNeg_X_HILICNeg,sn-Glycero-3-phosphoethanolamine; sn-Glycero-3-phosphoethanolamine;,3,214.0484319,700.9751319,HILIC,-1,197923.57092324801,213667.78313330686,310292.0967322519,3205465.673098402,3159089.7453876105,2362006.7403394454,595629.9643301339,601509.721452324,649155.2670206303,212926.4925169161,324118.9991843996,471743.9149729741,339841.8351840591,288680.11752544704,1106245.818686023,156671.278281298,161584.6483720551,291472.6588533867,223747.85954213343,347524.8189441517,32599.629726869698,NA,69809.05336671475,67453.0681024862,42906.407882554704,NA,216057.19505367495,328772.61057049857,208081.65583633352,131810.17696515028,322460.0169682539,NA,18455.199136123312,NA,NA,NA,NA,1548694.1593973923,1287936.4429576877,205376.55348853685,52430.48590468691,357476.3322574741,304554.92198318575,315391.63776722184,334648.54379032913,94537.72489444999,347546.26844414085,586831.2971573296,247155.5488085697,236625.29851481807,1023186.767881743,1501059.9448536374,1784963.8153925792,667896.8400564808,661960.2705476531,1877672.298985724,813951.7609813708,878541.6076529126,0,0,0,0,0,0,7.0048265958102665,7.007289791016096,6.836320408634537,0,0,0,5.572851276402795,5.325210866193666,5.404725720649558,0,0,0,5.653593207099499,5.8978363524447674,5.597014576199465,0,0,5.598627730737211,0,0,0,0,5.122417049471032,0,0,6.403325248261086,6.619863045148479,6.545627372564098,0,0,0,6.552020381862452,7.001394164941332,6.734018192065516,0,0,0,0,0,0,0,0,0,6.662390828325379,6.4830529555666265,6.432947495076985,6.877251984743446,6.808725511326952,6.9261117306147435,5.27717467443746,5.827896588348731,5.875373663132267,5.668206036598333,5.4317580066228155,6.883938208685323,6.726106323930518,6.500789303837234
I217.93R10.87_HILICNeg_X_HILICNeg,NA,4,217.929975,652.2021629,HILIC,-1,65657.10764174198,174093.59079704192,303323.25390304025,66784.67289719627,128062.89719626169,147417.2897196262,68508,138030.11111111112,124946.33333333333,1312.6771653543308,97726.141732283475,239684.8031496063,130916.9,33471.4,100460.6,60869.3,4543.8,2322.5,164537.6,69140.7,45485.78947368421,8047.652173913043,32340.869565217392,68777.73913043478,31596.3,3221.1,49550.545454545456,83083.09090909091,82527.09090909091,79599.23809523809,87699.61904761905,NA,14770.75,NA,NA,NA,NA,NA,NA,105202,23091,388036.1904761905,140595.04347826086,112988.81818181818,323688.2,142787,158671.03225806452,149952.46666666667,20086,81128.83333333333,245760.1,464752.09523809527,515023.7,158187.2,37052.6,210875.2,140226.4,71527.4,0,0,0,0,0,0,0,0,0,5.252760275851729,5.230503704138495,5.385995999789365,5.8434317858514815,5.581180165111865,0,0,0,0,0,0,5.486488443705722,0,0,0,5.487921243898318,5.332112616637718,5.348943790592732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I219.1703R6.51_HILICPos_X_HILICPos,NA,4,219.1703313,390.4889715,HILIC,1,1830608.7099424815,1550109.120788825,1835952.6705012326,11316243.738317758,13836651.962616824,11142030.65420561,3263420.888888889,3677866,3258195.777777778,2346830.8661417323,2581226.9291338585,4345367.8740157485,881683.1,265870.2,214447.4,277877.2,341361.4,204661.6,957128.3,299862.9,217194.42105263157,209674.69565217392,149570.1739130435,289330.6956521739,222293.5,175882.9,199344,375106.9090909091,539267.1818181818,282674.09523809527,452772.5714285714,NA,27341,NA,57372.25,125828,5197.25,9089888,6494389,2913915.75,90095.25,2213741.904761905,1771881.7391304348,1562574.5454545454,1958526.8,1087327,555310.7096774194,754145,111169.33333333333,81653.83333333333,613371.7,1804768,1795215.2,933918,964307.9,1435287.6,1513730.5,258143.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I219.9271R10.87_HILICNeg_X_HILICNeg,NA,4,219.9270866,651.9006032,HILIC,-1,42148.39769926048,123682.16926869351,241899.42481511916,55854.01869158879,92015.14018691589,119718.03738317758,41045.444444444445,113707.22222222222,115846.11111111111,1715.6692913385828,77438.26771653544,179041.73228346457,109197.6,17264.4,82751.8,49616.2,1906.7,2335.3,131641.3,55530.6,33319.57894736842,4626,19266.434782608696,58427.13043478261,33402.6,NA,37029.454545454544,72415,56306.72727272727,59239.80952380953,77567.04761904762,NA,9042.75,NA,NA,NA,NA,NA,NA,92090.75,8990,299147.2380952381,125061.30434782608,87582.81818181818,248161.6,112306.8,136420.90322580645,130360.6,15599.111111111111,57030.083333333336,221753.2,378763.14285714284,426828.7,138529.2,40426.4,172155,107277.5,54095.3,0,0,0,0,0,0,0,0,0,5.159868134361895,5.176874434436929,0,5.750838781910223,5.4859921781228556,0,0,0,0,0,0,5.502292512235218,0,0,0,5.277195415897022,5.3116825397301,5.271378339221599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I221.022R10.39_HILICNeg_X_HILICNeg,NA,4,221.0220122,623.3766186,HILIC,-1,NA,NA,NA,191839.81308411216,137216.261682243,185795.98130841122,NA,NA,NA,NA,NA,NA,14212,68591.6,326891.8,192582.2,43119.6,28084.6,179728.3,63138.3,895.1578947368421,21585.304347826088,40678,65921.82608695653,121747.8,24502.7,277635.54545454547,104819.18181818182,42969.90909090909,15379.42857142857,59584.57142857143,NA,NA,NA,NA,NA,NA,628458.25,598243.5,159682.25,12884.5,154082.09523809524,32303.043478260868,109155.27272727272,108449.5,37495.3,209838.5806451613,190550.53333333333,NA,71973.83333333333,40016.2,232376.85714285713,136895.1,31678.1,50370.2,304550.6,113547.8,103909.3,0,0,0,0,0,0,0,0,0,0,0,0,6.112405566762846,5.834791951838329,5.857217753945806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.151045797609541,5.217945144734123,5.108352766291462,0,0,0,0,0,0,0,0
I221.0843R5.26_HILICPos_X_HILICPos,NA,4,221.084251,315.8491613,HILIC,1,7309.696197293732,10853.571435409971,12993.767639026817,79360.49918666003,89813.57205232684,125940.25330240284,94132.45298579207,83145.79140118725,64606.90541197732,16676.61777068047,66491.51656153856,121560.94701686305,NA,3945309.953511414,5902163.167039949,55073.41517968151,37146.17692618769,35711.41430567637,19932.6185121033,56925.01842719101,139344.70179185123,61350.88969584437,13310.768578077525,57510.134574539705,202833.2073543201,232613.36596819974,733126.7705861592,439988.2800060111,429351.17312572285,748318.3749755388,868674.5923719346,NA,NA,NA,21076.778165193427,61202.051064157386,60367.39262239234,89191.91675517656,NA,NA,NA,NA,4916.683314031796,NA,44221.257349292384,10805.635413061282,15293485.052814368,19224866.680246256,681748.2391129491,865777.1686093191,1206714.1843711652,1440898.9876130852,2712118.3478077683,2925576.525913228,4088030.7217873456,6543519.166178996,8650781.766713468,7955975.69680651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
