MassFeature,FinalBMIS,Orig_RSD,FinalRSD,Area,runDate,type,SampID,replicate,Column,Adjusted_Area,Run.Cmpd
I148.0968R8.21_HILICPos,"L-Isoleucine, 15N",0.18733710342516707,0.11156007158488096,193748896,180702,Smp,S7E41D40,1,HILICPos,209971627.24314076,180702_Smp_S7E41D40_1 I148.0968R8.21_HILICPos
I148.0968R8.21_HILICPos,"L-Isoleucine, 15N",0.18733710342516707,0.11156007158488096,65712768,180702,Smp,S7E41D60,1,HILICPos,70949203.93990275,180702_Smp_S7E41D60_1 I148.0968R8.21_HILICPos
I148.0968R8.21_HILICPos,"L-Isoleucine, 15N",0.18733710342516707,0.11156007158488096,36247156,180702,Smp,S7E41D80,1,HILICPos,25855453.338760793,180702_Smp_S7E41D80_1 I148.0968R8.21_HILICPos
I148.0968R8.21_HILICPos,"L-Isoleucine, 15N",0.18733710342516707,0.11156007158488096,18932828,180702,Smp,S7E41D100,1,HILICPos,15810845.625969652,180702_Smp_S7E41D100_1 I148.0968R8.21_HILICPos
I148.0968R8.21_HILICPos,"L-Isoleucine, 15N",0.18733710342516707,0.11156007158488096,25149618,180702,Smp,S7E41D120,1,HILICPos,19569339.76574516,180702_Smp_S7E41D120_1 I148.0968R8.21_HILICPos
I148.0968R8.21_HILICPos,"L-Isoleucine, 15N",0.18733710342516707,0.11156007158488096,17239338,180702,Smp,S7E41D140,1,HILICPos,14757167.421984347,180702_Smp_S7E41D140_1 I148.0968R8.21_HILICPos
I148.0968R8.21_HILICPos,"L-Isoleucine, 15N",0.18733710342516707,0.11156007158488096,14482711,180702,Smp,S7E41D160,1,HILICPos,12040458.0336479,180702_Smp_S7E41D160_1 I148.0968R8.21_HILICPos
I148.0968R8.21_HILICPos,"L-Isoleucine, 15N",0.18733710342516707,0.11156007158488096,17759672,180702,Smp,S7E41D180,1,HILICPos,13045914.140378684,180702_Smp_S7E41D180_1 I148.0968R8.21_HILICPos
I148.0968R8.21_HILICPos,"L-Isoleucine, 15N",0.18733710342516707,0.11156007158488096,7428280,180702,Smp,S7E41D250,1,HILICPos,5341745.25140504,180702_Smp_S7E41D250_1 I148.0968R8.21_HILICPos
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,2325879,170410,Poo,April11AqExtracts,Full1,HILICNeg,1910962.4297116594,170410_Poo_April11AqExtracts_Full1 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,3440978,170410,Poo,April11AqExtracts,Full2,HILICNeg,3501553.079946424,170410_Poo_April11AqExtracts_Full2 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,3345174,170410,Poo,April11AqExtracts,Full3,HILICNeg,3956063.2032007985,170410_Poo_April11AqExtracts_Full3 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,2541457,170410,Poo,April11AqExtracts,Half1,HILICNeg,4325281.195896417,170410_Poo_April11AqExtracts_Half1 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,1363306,170410,Poo,April11AqExtracts,Half2,HILICNeg,2829439.58397485,170410_Poo_April11AqExtracts_Half2 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,NA,170410,Poo,April11AqExtracts,Half3,HILICNeg,NA,170410_Poo_April11AqExtracts_Half3 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,NA,170410,Smp,KM1513-15m,A,HILICNeg,NA,170410_Smp_KM1513-15m_A I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,1499817,170410,Smp,KM1513-15m,B,HILICNeg,1117184.2369199027,170410_Smp_KM1513-15m_B I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,1408410,170410,Smp,KM1513-15m,C,HILICNeg,1355096.994516241,170410_Smp_KM1513-15m_C I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,2841218,170410,Smp,KM1513-45m,A,HILICNeg,2324088.8009871896,170410_Smp_KM1513-45m_A I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,3513251,170410,Smp,KM1513-45m,B,HILICNeg,2765641.200947438,170410_Smp_KM1513-45m_B I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,4113654,170410,Smp,KM1513-45m,C,HILICNeg,3448109.346526927,170410_Smp_KM1513-45m_C I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,1336766,170410,Smp,KM1513-75m,A,HILICNeg,1116971.4083148693,170410_Smp_KM1513-75m_A I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,4044676,170410,Smp,KM1513-75m,B,HILICNeg,4566862.911667968,170410_Smp_KM1513-75m_B I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,3782865,170410,Smp,KM1513-75m,C,HILICNeg,4627605.787896039,170410_Smp_KM1513-75m_C I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,2654358,170410,Smp,KM1513-125m,A,HILICNeg,2203529.279696822,170410_Smp_KM1513-125m_A I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,3265145,170410,Smp,KM1513-125m,B,HILICNeg,4019487.7748804446,170410_Smp_KM1513-125m_B I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,3151216,170410,Smp,KM1513-125m,C,HILICNeg,4008127.4877541745,170410_Smp_KM1513-125m_C I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,1321776,170419,Poo,April1718AqExtracts,1,HILICNeg,1251187.8836268492,170419_Poo_April1718AqExtracts_1 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,1446792,170419,Poo,April1718AqExtracts,2,HILICNeg,1726142.4014573733,170419_Poo_April1718AqExtracts_2 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,1591188,170419,Poo,April1718AqExtracts,3,HILICNeg,1584629.8929031554,170419_Poo_April1718AqExtracts_3 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,629760,170419,Poo,April21AqExtracts,1,HILICNeg,581670.7697241821,170419_Poo_April21AqExtracts_1 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,654930,170419,Poo,April21AqExtracts,2,HILICNeg,558153.6890537931,170419_Poo_April21AqExtracts_2 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,550741,170419,Poo,April21AqExtracts,3,HILICNeg,535637.4461783516,170419_Poo_April21AqExtracts_3 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,1278891,170419,Poo,QC,Full1,HILICNeg,1412603.7712096667,170419_Poo_QC_Full1 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,1399109,170419,Poo,QC,Full2,HILICNeg,1441582.522178683,170419_Poo_QC_Full2 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,1382932,170419,Poo,QC,Full3,HILICNeg,1401546.57628252,170419_Poo_QC_Full3 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,1144471,170419,Poo,QC,Full4,HILICNeg,1216739.2672860334,170419_Poo_QC_Full4 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,117828,170419,Poo,QC,Half1,HILICNeg,266262.03816607955,170419_Poo_QC_Half1 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,208076,170419,Poo,QC,Half2,HILICNeg,310449.99703135225,170419_Poo_QC_Half2 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,342925,170419,Poo,QC,Half3,HILICNeg,603637.9918329972,170419_Poo_QC_Half3 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,279254,170419,Poo,QC,Half4,HILICNeg,470988.03761312534,170419_Poo_QC_Half4 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,3076848,170419,Smp,S11C1,A,HILICNeg,2692310.000717036,170419_Smp_S11C1_A I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,NA,170419,Smp,S12C1,A,HILICNeg,NA,170419_Smp_S12C1_A I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,679458,170419,Smp,S12C1,B,HILICNeg,654376.7198612845,170419_Smp_S12C1_B I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,131855,170419,Smp,S13C1,A,HILICNeg,108414.89662878342,170419_Smp_S13C1_A I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,183584,170419,Smp,S13C1,B,HILICNeg,166661.29817684516,170419_Smp_S13C1_B I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,83725,170419,Smp,S14C1,A,HILICNeg,82272.42391706655,170419_Smp_S14C1_A I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,360855,170419,Smp,S14C1,B,HILICNeg,370439.13792674016,170419_Smp_S14C1_B I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,180192,170419,Smp,S14C1,C,HILICNeg,180078.532467651,170419_Smp_S14C1_C I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,1011324,170419,Smp,S2C1,B,HILICNeg,817846.2284312593,170419_Smp_S2C1_B I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,2932598,170419,Smp,S2C1,C,HILICNeg,2236919.84425389,170419_Smp_S2C1_C I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,421432,170419,Smp,S2C3,A,HILICNeg,388811.6679371217,170419_Smp_S2C3_A I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,4709106,170419,Smp,S4C1,A,HILICNeg,4836500.6320860665,170419_Smp_S4C1_A I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,2466684,170419,Smp,S4C1,B,HILICNeg,2439270.643469563,170419_Smp_S4C1_B I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,523561,170419,Smp,S4C1,C,HILICNeg,543956.7809827172,170419_Smp_S4C1_C I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,624470,170419,Smp,S4C2,A,HILICNeg,588971.0203236091,170419_Smp_S4C2_A I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,1560686,170419,Smp,S4C2,B,HILICNeg,1227802.6525025133,170419_Smp_S4C2_B I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,3634713,170419,Smp,S6C1,A,HILICNeg,2997843.54488356,170419_Smp_S6C1_A I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,288747,170419,Smp,S6C1,B,HILICNeg,243835.29259957102,170419_Smp_S6C1_B I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,182609,170419,Smp,S6C1,C,HILICNeg,177937.8048459392,170419_Smp_S6C1_C I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,276861,170419,Smp,S6C2,A,HILICNeg,186379.1354238482,170419_Smp_S6C2_A I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,2381625,170419,Smp,S6C2,B,HILICNeg,2413973.559509416,170419_Smp_S6C2_B I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,1379828,170419,Smp,S8C1,A,HILICNeg,1222594.5564326274,170419_Smp_S8C1_A I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,NA,170419,Smp,S9C1,A,HILICNeg,NA,170419_Smp_S9C1_A I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,2222905,170419,Smp,S9C1,B,HILICNeg,1923827.823099386,170419_Smp_S9C1_B I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,522091,170419,Smp,S9C2,A,HILICNeg,477190.4211690892,170419_Smp_S9C2_A I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,84100,170419,Smp,S9C2,B,HILICNeg,82238.5224065588,170419_Smp_S9C2_B I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,821065,170419,Smp,U3,A,HILICNeg,741029.0817056462,170419_Smp_U3_A I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,629343,170419,Smp,U3,B,HILICNeg,495066.1876644199,170419_Smp_U3_B I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,1692399,170419,Smp,U4,A,HILICNeg,1292502.0195041744,170419_Smp_U4_A I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,2066728,170419,Smp,U4,B,HILICNeg,1815683.5788979647,170419_Smp_U4_B I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,78732,170419,Smp,U6,A,HILICNeg,55000.18554077259,170419_Smp_U6_A I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,993304,170419,Smp,U6,B,HILICNeg,767135.135723712,170419_Smp_U6_B I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,670003,170419,Smp,U7,A,HILICNeg,622643.5421421166,170419_Smp_U7_A I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,757731,170419,Smp,U7,B,HILICNeg,709339.2413177206,170419_Smp_U7_B I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,1505055,170419,Smp,U8,A,HILICNeg,1270639.6765325645,170419_Smp_U8_A I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,434073,170419,Smp,U8,B,HILICNeg,380351.276270883,170419_Smp_U8_B I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,497164,170419,Smp,U9,A,HILICNeg,426776.9162530044,170419_Smp_U9_A I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,911603,170419,Smp,U9,B,HILICNeg,975188.0396706306,170419_Smp_U9_B I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,NA,180702,Poo,TruePoo,Full1,HILICNeg,NA,180702_Poo_TruePoo_Full1 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,NA,180702,Poo,TruePoo,Full2,HILICNeg,NA,180702_Poo_TruePoo_Full2 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,411948,180702,Poo,TruePoo,Full3,HILICNeg,592882.6037660595,180702_Poo_TruePoo_Full3 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,NA,180702,Poo,TruePoo,Half1,HILICNeg,NA,180702_Poo_TruePoo_Half1 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,NA,180702,Poo,TruePoo,Half2,HILICNeg,NA,180702_Poo_TruePoo_Half2 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,NA,180702,Poo,TruePoo,Half3,HILICNeg,NA,180702_Poo_TruePoo_Half3 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,NA,180702,Smp,S7E41D30,1,HILICNeg,NA,180702_Smp_S7E41D30_1 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,3510966,180702,Smp,S7E41D40,1,HILICNeg,2499860.041192147,180702_Smp_S7E41D40_1 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,NA,180702,Smp,S7E41D60,1,HILICNeg,NA,180702_Smp_S7E41D60_1 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,NA,180702,Smp,S7E41D80,1,HILICNeg,NA,180702_Smp_S7E41D80_1 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,NA,180702,Smp,S7E41D100,1,HILICNeg,NA,180702_Smp_S7E41D100_1 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,NA,180702,Smp,S7E41D120,1,HILICNeg,NA,180702_Smp_S7E41D120_1 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,NA,180702,Smp,S7E41D140,1,HILICNeg,NA,180702_Smp_S7E41D140_1 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,NA,180702,Smp,S7E41D160,1,HILICNeg,NA,180702_Smp_S7E41D160_1 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,NA,180702,Smp,S7E41D180,1,HILICNeg,NA,180702_Smp_S7E41D180_1 I148.9235R3.57_HILICNeg
I148.9235R3.57_HILICNeg,"L-Cysteic Acid, D3",0.3109753332324484,0.27023871608186895,NA,180702,Smp,S7E41D250,1,HILICNeg,NA,180702_Smp_S7E41D250_1 I148.9235R3.57_HILICNeg
I149.0631R10.15_HILICPos,"Succinic Acid, D4",0.3370167649141884,0.27019388237808595,4536772,170410,Poo,April11AqExtracts,Full1,HILICPos,3764292.2980828653,170410_Poo_April11AqExtracts_Full1 I149.0631R10.15_HILICPos
I149.0631R10.15_HILICPos,"Succinic Acid, D4",0.3370167649141884,0.27019388237808595,2454049,170410,Poo,April11AqExtracts,Full2,HILICPos,92674728.11599042,170410_Poo_April11AqExtracts_Full2 I149.0631R10.15_HILICPos
I149.0631R10.15_HILICPos,"Succinic Acid, D4",0.3370167649141884,0.27019388237808595,2138172,170410,Poo,April11AqExtracts,Full3,HILICPos,42049409.98398668,170410_Poo_April11AqExtracts_Full3 I149.0631R10.15_HILICPos
I149.0631R10.15_HILICPos,"Succinic Acid, D4",0.3370167649141884,0.27019388237808595,11822730,170410,Poo,April11AqExtracts,Half1,HILICPos,15192667.9970005,170410_Poo_April11AqExtracts_Half1 I149.0631R10.15_HILICPos
I149.0631R10.15_HILICPos,"Succinic Acid, D4",0.3370167649141884,0.27019388237808595,4795929,170410,Poo,April11AqExtracts,Half2,HILICPos,20161605.432269156,170410_Poo_April11AqExtracts_Half2 I149.0631R10.15_HILICPos
I149.0631R10.15_HILICPos,"Succinic Acid, D4",0.3370167649141884,0.27019388237808595,5372211,170410,Poo,April11AqExtracts,Half3,HILICPos,71202612.46108831,170410_Poo_April11AqExtracts_Half3 I149.0631R10.15_HILICPos
I149.0631R10.15_HILICPos,"Succinic Acid, D4",0.3370167649141884,0.27019388237808595,10024106,170410,Smp,KM1513-15m,A,HILICPos,7730690.610829955,170410_Smp_KM1513-15m_A I149.0631R10.15_HILICPos
I149.0631R10.15_HILICPos,"Succinic Acid, D4",0.3370167649141884,0.27019388237808595,6683842,170410,Smp,KM1513-15m,B,HILICPos,47260190.559816785,170410_Smp_KM1513-15m_B I149.0631R10.15_HILICPos
I149.0631R10.15_HILICPos,"Succinic Acid, D4",0.3370167649141884,0.27019388237808595,5531427,170410,Smp,KM1513-15m,C,HILICPos,57298188.46116708,170410_Smp_KM1513-15m_C I149.0631R10.15_HILICPos
I149.0631R10.15_HILICPos,"Succinic Acid, D4",0.3370167649141884,0.27019388237808595,2727465,170410,Smp,KM1513-45m,A,HILICPos,2493345.803331865,170410_Smp_KM1513-45m_A I149.0631R10.15_HILICPos
I149.0631R10.15_HILICPos,"Succinic Acid, D4",0.3370167649141884,0.27019388237808595,2156594,170410,Smp,KM1513-45m,B,HILICPos,16601528.167002682,170410_Smp_KM1513-45m_B I149.0631R10.15_HILICPos
I149.0631R10.15_HILICPos,"Succinic Acid, D4",0.3370167649141884,0.27019388237808595,2033760,170410,Smp,KM1513-45m,C,HILICPos,46456840.957934834,170410_Smp_KM1513-45m_C I149.0631R10.15_HILICPos
I149.0631R10.15_HILICPos,"Succinic Acid, D4",0.3370167649141884,0.27019388237808595,10554205,170410,Smp,KM1513-75m,A,HILICPos,5815849.7544488,170410_Smp_KM1513-75m_A I149.0631R10.15_HILICPos
I149.0631R10.15_HILICPos,"Succinic Acid, D4",0.3370167649141884,0.27019388237808595,3966968,170410,Smp,KM1513-75m,B,HILICPos,116503471.02737038,170410_Smp_KM1513-75m_B I149.0631R10.15_HILICPos
I149.0631R10.15_HILICPos,"Succinic Acid, D4",0.3370167649141884,0.27019388237808595,2894234,170410,Smp,KM1513-75m,C,HILICPos,8910855.22138155,170410_Smp_KM1513-75m_C I149.0631R10.15_HILICPos
I149.0631R10.15_HILICPos,"Succinic Acid, D4",0.3370167649141884,0.27019388237808595,550225,170410,Smp,KM1513-125m,A,HILICPos,423754.86249138956,170410_Smp_KM1513-125m_A I149.0631R10.15_HILICPos
I149.0631R10.15_HILICPos,"Succinic Acid, D4",0.3370167649141884,0.27019388237808595,72603,170410,Smp,KM1513-125m,B,HILICPos,249189.43815210118,170410_Smp_KM1513-125m_B I149.0631R10.15_HILICPos
I149.0631R10.15_HILICPos,"Succinic Acid, D4",0.3370167649141884,0.27019388237808595,149696,170410,Smp,KM1513-125m,C,HILICPos,643079.2781909354,170410_Smp_KM1513-125m_C I149.0631R10.15_HILICPos
I149.0631R10.15_HILICPos,"Succinic Acid, D4",0.3370167649141884,0.27019388237808595,49970364,170419,Poo,April1718AqExtracts,1,HILICPos,38345729.70456596,170419_Poo_April1718AqExtracts_1 I149.0631R10.15_HILICPos
I149.0631R10.15_HILICPos,"Succinic Acid, D4",0.3370167649141884,0.27019388237808595,46339128,170419,Poo,April1718AqExtracts,2,HILICPos,39624697.34108806,170419_Poo_April1718AqExtracts_2 I149.0631R10.15_HILICPos
I149.0631R10.15_HILICPos,"Succinic Acid, D4",0.3370167649141884,0.27019388237808595,43106456,170419,Poo,April1718AqExtracts,3,HILICPos,35174262.35095966,170419_Poo_April1718AqExtracts_3 I149.0631R10.15_HILICPos
I149.0631R10.15_HILICPos,"Succinic Acid, D4",0.3370167649141884,0.27019388237808595,56675032,170419,Poo,April21AqExtracts,1,HILICPos,50388324.129551694,170419_Poo_April21AqExtracts_1 I149.0631R10.15_HILICPos
I149.0631R10.15_HILICPos,"Succinic Acid, D4",0.3370167649141884,0.27019388237808595,61361420,170419,Poo,April21AqExtracts,2,HILICPos,52790898.694877,170419_Poo_April21AqExtracts_2 I149.0631R10.15_HILICPos
I149.0631R10.15_HILICPos,"Succinic Acid, D4",0.3370167649141884,0.27019388237808595,48131316,170419,Poo,April21AqExtracts,3,HILICPos,44024692.60994849,170419_Poo_April21AqExtracts_3 I149.0631R10.15_HILICPos
I149.0631R10.15_HILICPos,"Succinic Acid, D4",0.3370167649141884,0.27019388237808595,69720328,170419,Poo,QC,Full1,HILICPos,53694802.30141883,170419_Poo_QC_Full1 I149.0631R10.15_HILICPos
I149.0631R10.15_HILICPos,"Succinic Acid, D4",0.3370167649141884,0.27019388237808595,63973244,170419,Poo,QC,Full2,HILICPos,50936975.42536762,170419_Poo_QC_Full2 I149.0631R10.15_HILICPos
