"","Identification","MassFeature_Column","Rank","RankPercent","SampID","nmolinEnviroave","nmolCave","nmolNave","percentCave","percentNave","totalCmeasured_nM","totalNmeasured_nM","molFractionC","molFractionN"
"595","Aspartic acid","Aspartic acid_X_HILIC",97,0.307142857142857,"KM1513-45m_B",0.348387671682998,1.39355068673199,0.348387671682998,0.0462973650077073,NA,86.7999845050636,24.7895418352949,0.0160547342799433,0.0140538164842954
"596","beta-Alanine","beta-Alanine_X_HILIC",60,0.571428571428571,"KM1513-45m_B",0.0745129963169398,0.223538988950819,0.0745129963169398,0.00742654448341593,NA,86.7999845050636,24.7895418352949,0.00257533443381869,0.00300582385959427
"597","Butyryl-L-carnitine","Butyryl-L-carnitine_X_HILIC",93,0.335714285714286,"KM1513-45m_B",9.20946016054743e-05,0.00101304061766022,9.20946016054743e-05,3.36558344737614e-05,NA,86.7999845050636,24.7895418352949,1.16709769412588e-05,3.71505864115454e-06
"598","Carnitine","Carnitine_X_HILIC",23,0.835714285714286,"KM1513-45m_B",0.00550322497266917,0.0385225748086842,0.00550322497266917,0.00127981976108585,NA,86.7999845050636,24.7895418352949,0.000443808544763472,0.000221997849304087
"599","Citrulline","Citrulline_X_HILIC",64,0.542857142857143,"KM1513-45m_B",0.0562644551065765,0.337586730639459,0.168793365319729,0.0112155060013109,NA,86.7999845050636,24.7895418352949,0.00388924874312351,0.00680905546545457
"600","Creatine","Creatine_X_HILIC",15,0.892857142857143,"KM1513-45m_B",0.0304008168895809,0.121603267558324,0.0912024506687428,0.00403997566638949,NA,86.7999845050636,24.7895418352949,0.00140095955375694,0.00367906963649043
"601","Cystathionine","Cystathionine_X_HILIC",135,0.0357142857142857,"KM1513-45m_B",0.00303216067165046,0.0212251247015532,0.00606432134330093,0.000705153644569875,NA,86.7999845050636,24.7895418352949,0.000244529130075075,0.000244632247888771
"602","Cytosine","Cytosine_X_HILIC",27,0.807142857142857,"KM1513-45m_B",0.0115160943915408,0.046064377566163,0.0345482831746223,0.00153037799223133,NA,86.7999845050636,24.7895418352949,0.000530695688816347,0.0013936636426831
"603","Dexpanthenol","Dexpanthenol_X_HILIC",109,0.221428571428571,"KM1513-45m_B",0.00358557957283003,0.0322702161554703,0.00358557957283003,0.00107210020450067,NA,86.7999845050636,24.7895418352949,0.000371776750185799,0.00014464081654486
"604","DMSP","DMSP_HILIC_X_HILIC",3,0.978571428571429,"KM1513-45m_B",0.109849766074298,0.54924883037149,NA,0.0182474694475578,NA,86.7999845050636,24.7895418352949,0.00632775263156238,NA
"605","Glucosylglycerol","Glucosylglycerol_X_HILIC",134,0.0428571428571428,"KM1513-45m_B",0.0886321182838953,0.797689064555057,NA,0.0265012978257494,NA,86.7999845050636,24.7895418352949,0.00918996782203944,NA
"606","Glutamine","Glutamine_X_HILIC",21,0.85,"KM1513-45m_B",0.451701911107785,2.25850955553893,0.903403822215571,0.0750335400511271,NA,86.7999845050636,24.7895418352949,0.0260196999851673,0.036442941471767
"607","Glycerophosphocholine","Glycerophosphocholine_X_HILIC",30,0.785714285714286,"KM1513-45m_B",0.014306164704902,0.114449317639216,0.014306164704902,0.00380230291160185,NA,86.7999845050636,24.7895418352949,0.0013185407611742,0.000577104845259104
"608","Gonyol","Gonyol_X_HILIC",7,0.95,"KM1513-45m_B",1.38206025331383,9.67442177319682,NA,0.321409361235775,NA,86.7999845050636,24.7895418352949,0.111456491937881,NA
"609","Homoserine","Homoserine_X_HILIC",122,0.128571428571429,"KM1513-45m_B",0.007342386605247,0.029369546420988,0.007342386605247,0.000975732439235481,NA,86.7999845050636,24.7895418352949,0.000338358890136376,0.00029618887892446
"610","Choline","I104.1074R10.68_HILIC_X_HILIC",61,0.564285714285714,"KM1513-45m_B",0.00316341568843473,0.0158170784421737,0.00316341568843473,0.000525484333627032,NA,86.7999845050636,24.7895418352949,0.000182224438545273,0.00012761089775087
"611","Betaine","I118.0864R7.19_HILIC_X_HILIC",1,0.992857142857143,"KM1513-45m_B",0.669028904021484,3.34514452010742,0.669028904021484,0.111134369438785,NA,86.7999845050636,24.7895418352949,0.0385385382172767,0.026988352929901
"612","Dimethylsulfonioacetate (DMS-Ac)","I121.032R8.27_HILIC_X_HILIC",13,0.907142857142857,"KM1513-45m_B",0.0261322535245364,0.104529014098146,NA,0.00347272472086862,NA,86.7999845050636,24.7895418352949,0.00120425152946943,NA
"613","Trimethylammonium Propionate (TMAP)","I132.102R9.3_HILIC_X_HILIC",4,0.971428571428571,"KM1513-45m_B",NA,NA,NA,NA,NA,86.7999845050636,24.7895418352949,NA,NA
"614","Homarine","I138.0549R5.35_HILIC_X_HILIC",2,0.985714285714286,"KM1513-45m_B",0.813664176342999,5.69564923440099,0.813664176342999,0.189224227056511,NA,86.7999845050636,24.7895418352949,0.0656180904510268,0.032822880783723
"615","Trigonelline","I138.055R7.72_HILIC_X_HILIC",11,0.921428571428571,"KM1513-45m_B",0.0165089076788745,0.115562353752122,0.0165089076788745,0.00383928085555222,NA,86.7999845050636,24.7895418352949,0.00133136376015574,0.00066596259779878
"616","Ectoine","I143.0816R7.97_HILIC_X_HILIC",32,0.771428571428571,"KM1513-45m_B",0.00321944270946194,0.0193166562567716,0.00643888541892388,0.000641749377301383,NA,86.7999845050636,24.7895418352949,0.000222542162500556,0.000259742009824333
"617","Stachydrine hydrochloride","I144.1019R6.44_HILIC_X_HILIC",10,0.928571428571429,"KM1513-45m_B",0.00951342198130335,0.0665939538691235,0.00951342198130335,0.00221242371658217,NA,86.7999845050636,24.7895418352949,0.000767211587062421,0.000383767559905376
"618","Glutamic acid","I148.0605R12.12_HILIC_X_HILIC",16,0.885714285714286,"KM1513-45m_B",2.99848277723055,14.9924138861528,2.99848277723055,0.49808684007152,NA,86.7999845050636,24.7895418352949,0.172723693116306,0.120957571428826
"619","4-Hydroxyisoleucine","I148.0968R8.21_HILIC_X_HILIC",22,0.842857142857143,"KM1513-45m_B",0.572217040084331,3.43330224050599,0.572217040084331,0.114063197359003,NA,86.7999845050636,24.7895418352949,0.0395541803386577,0.0230830018515961
"620","Guanine","I152.0567R8.12_HILIC_X_HILIC",5,0.964285714285714,"KM1513-45m_B",2.41117426077727,12.0558713038864,12.0558713038864,0.400527285843401,NA,86.7999845050636,24.7895418352949,0.138892551336608,0.486328927899806
"621","Betonicine","I160.0969R8.37_HILIC_X_HILIC",19,0.864285714285714,"KM1513-45m_B",0.00559126844255453,0.0391388790978817,0.00559126844255453,0.00130029498664059,NA,86.7999845050636,24.7895418352949,0.000450908825860429,0.000225549486945087
"622","Arginine","I175.119R17.83_HILIC_X_HILIC",40,0.714285714285714,"KM1513-45m_B",0.098066064733062,0.588396388398372,0.392264258932248,0.01954805277071,NA,86.7999845050636,24.7895418352949,0.00677876144510195,0.0158237801060828
"623","Arsenobetaine","I179.0048R7.02_HILIC_X_HILIC",24,0.828571428571429,"KM1513-45m_B",0.00766424678095826,0.0383212339047913,NA,0.00127313069451134,NA,86.7999845050636,24.7895418352949,0.000441488948682425,NA
"624","Acetyl-L-carnitine","I204.1232R7.22_HILIC_X_HILIC",37,0.735714285714286,"KM1513-45m_B",0.00245834837478591,0.0221251353730732,0.00245834837478591,0.000735054331331336,NA,86.7999845050636,24.7895418352949,0.000254897918464289,9.91687700853656e-05
"625","Deoxyadenosine","I252.1092R3.46_HILIC_X_HILIC",47,0.664285714285714,"KM1513-45m_B",0.00594611241529449,0.0594611241529449,0.0297305620764724,0.00197545262966594,NA,86.7999845050636,24.7895418352949,0.000685036114833363,0.00119931873989468
"626","Guanosine","I284.0991R8.89_HILIC_X_HILIC",89,0.364285714285714,"KM1513-45m_B",0.0161290318083402,0.161290318083402,0.0806451590417012,0.00535848232835224,NA,86.7999845050636,24.7895418352949,0.00185818371976775,0.00325319280112229
"627","Lysine","Lysine_X_HILIC",95,0.321428571428571,"KM1513-45m_B",0.05848648479107,0.35091890874642,0.11697296958214,0.0116584355065256,NA,86.7999845050636,24.7895418352949,0.0040428452925121,0.00471864185144382
"628","Methionine Sulfoxide","Methionine Sulfoxide_X_HILIC",132,0.0571428571428572,"KM1513-45m_B",0.00525360654940189,0.0262680327470095,0.00525360654940189,0.000872692117840846,NA,86.7999845050636,24.7895418352949,0.000302627159403203,0.000211928343989073
"629","N(e)-Acetyl-Lysine","N(e)-Acetyl-Lysine_X_HILIC",41,0.707142857142857,"KM1513-45m_B",0.0183054765199864,0.146443812159892,0.0366109530399729,0.00486524292890005,NA,86.7999845050636,24.7895418352949,0.00168714099426306,0.00147687090319059
"630","Ornithine","Ornithine_X_HILIC",127,0.0928571428571429,"KM1513-45m_B",0.0501740228144147,0.250870114072074,0.100348045628829,0.0083345552847865,NA,86.7999845050636,24.7895418352949,0.00289020920340647,0.00404799920448532
"631","Propionyl-L-carnitine","Propionyl-L-carnitine_X_HILIC",66,0.528571428571429,"KM1513-45m_B",0.00108260359591316,0.0108260359591316,0.00108260359591316,0.000359668968741915,NA,86.7999845050636,24.7895418352949,0.000124723938844714,4.36717872038995e-05
"632","Sarcosine","Sarcosine_X_HILIC",133,0.05,"KM1513-45m_B",0.0126504989388223,0.0379514968164668,0.0126504989388223,0.00126084707031451,NA,86.7999845050636,24.7895418352949,0.000437229304047316,0.000510315964001026
"633","Serine","Serine_X_HILIC",125,0.107142857142857,"KM1513-45m_B",0.0640934298017334,0.1922802894052,0.0640934298017334,0.00638804948190034,NA,86.7999845050636,24.7895418352949,0.00221521110287736,0.00258550279902625
"634","Threonine","Threonine_X_HILIC",112,0.2,"KM1513-45m_B",0.0877293242071258,0.350917296828503,0.0877293242071258,0.0116583819544353,NA,86.7999845050636,24.7895418352949,0.00404282672202587,0.00353896513255515
"635","Tyrosine","Tyrosine_X_HILIC",70,0.5,"KM1513-45m_B",0.0296984232676413,0.267285809408772,0.0296984232676413,0.00887992722288278,NA,86.7999845050636,24.7895418352949,0.00307933015118429,0.00119802227346361
"636","Vitamin B3","Vitamin B3_X_HILIC",59,0.578571428571429,"KM1513-45m_B",0.0103527753141341,0.0621166518848047,0.0103527753141341,0.00206367614235231,NA,86.7999845050636,24.7895418352949,0.000715629757758551,0.000417626730777009
"637","Adenosyl Homocysteine","Adenosyl Homocysteine_X_HILIC",138,0.0142857142857142,"KM1513-45m_C",0.000527923853972628,0.00739093395561679,0.00316754312383577,0.00024554597859192,NA,75.1403681431886,23.0043049820629,9.83616947621619e-05,0.000137693493731091
"638","Adenosyl Methionine","Adenosyl Methionine_X_HILIC",124,0.114285714285714,"KM1513-45m_C",0.00210372924451509,0.0315559386677263,0.0126223754670905,0.00104837005540619,NA,75.1403681431886,23.0043049820629,0.000419959862421659,0.000548696232158832
"639","Argininosuccinic Acid","Argininosuccinic Acid_X_HILIC",137,0.0214285714285715,"KM1513-45m_C",0.000982536724669666,0.00982536724669666,0.00393014689867866,0.000326424161019823,NA,75.1403681431886,23.0043049820629,0.000130760169127376,0.000170843974714434
"640","Asparagine","Asparagine_X_HILIC",107,0.235714285714286,"KM1513-45m_C",0.0313388933798501,0.1253555735194,0.0626777867597002,0.00416463699400001,NA,75.1403681431886,23.0043049820629,0.00166828532541284,0.00272461118945223
"641","Aspartic acid","Aspartic acid_X_HILIC",101,0.278571428571429,"KM1513-45m_C",0.269373649549495,1.07749459819798,0.269373649549495,0.0357971627308299,NA,75.1403681431886,23.0043049820629,0.0143397567089995,0.0117097060641273
"642","beta-Alanine","beta-Alanine_X_HILIC",59,0.578571428571429,"KM1513-45m_C",0.0732323427765223,0.219697028329567,0.0732323427765223,0.00729890459566667,NA,75.1403681431886,23.0043049820629,0.0029238215590175,0.00318341905280876
"643","Butyryl-L-carnitine","Butyryl-L-carnitine_X_HILIC",93,0.335714285714286,"KM1513-45m_C",8.65234921027431e-05,0.000951758413130174,8.65234921027431e-05,3.16198808348895e-05,NA,75.1403681431886,23.0043049820629,1.26664060431071e-05,3.76118696783963e-06
"644","Carnitine","Carnitine_X_HILIC",21,0.85,"KM1513-45m_C",0.0056241618188562,0.0393691327319934,0.0056241618188562,0.00130794460903633,NA,75.1403681431886,23.0043049820629,0.000523941174429316,0.000244483014081127
"645","Citrulline","Citrulline_X_HILIC",68,0.514285714285714,"KM1513-45m_C",0.0437209191555245,0.262325514933147,0.131162757466573,0.00871513338648329,NA,75.1403681431886,23.0043049820629,0.0034911396019947,0.005701661387677
"646","Creatine","Creatine_X_HILIC",15,0.892857142857143,"KM1513-45m_C",0.0261367541191827,0.104547016476731,0.0784102623575481,0.0034733228065359,NA,75.1403681431886,23.0043049820629,0.00139135619188749,0.00340850386128539
"647","Cystathionine","Cystathionine_X_HILIC",136,0.0285714285714286,"KM1513-45m_C",0.00232512922659079,0.0162759045861355,0.00465025845318158,0.000540727727114137,NA,75.1403681431886,23.0043049820629,0.000216606665476005,0.000202147313592283
"648","Cytosine","Cytosine_X_HILIC",30,0.785714285714286,"KM1513-45m_C",0.0109259601428271,0.0437038405713083,0.0327778804284812,0.00145195483625609,NA,75.1403681431886,23.0043049820629,0.000581629311264826,0.00142485854078352
"649","Dexpanthenol","Dexpanthenol_X_HILIC",110,0.214285714285714,"KM1513-45m_C",0.00306963522758998,0.0276267170483099,0.00306963522758998,0.000917831131173085,NA,75.1403681431886,23.0043049820629,0.000367668108780941,0.00013343742529859
"650","DMSP","DMSP_HILIC_X_HILIC",3,0.978571428571429,"KM1513-45m_C",0.104763144167913,0.523815720839565,NA,0.0174025156425105,NA,75.1403681431886,23.0043049820629,0.00697116255594294,NA
"651","Glucosylglycerol","Glucosylglycerol_X_HILIC",132,0.0571428571428572,"KM1513-45m_C",0.133584095160645,1.2022568564458,NA,0.0399420882540134,NA,75.1403681431886,23.0043049820629,0.0160001459422552,NA
"652","Glutamine","Glutamine_X_HILIC",23,0.835714285714286,"KM1513-45m_C",0.390194439842355,1.95097219921177,0.78038887968471,0.0648163521332816,NA,75.1403681431886,23.0043049820629,0.0259643683870962,0.0339236017038203
"653","Glycerophosphocholine","Glycerophosphocholine_X_HILIC",26,0.814285714285714,"KM1513-45m_C",0.0175788869791494,0.140631095833195,0.0175788869791494,0.00467212942967427,NA,75.1403681431886,23.0043049820629,0.0018715784778324,0.000764156404327634
"654","Gonyol","Gonyol_X_HILIC",7,0.95,"KM1513-45m_C",1.353965008792,9.477755061544,NA,0.31487558344,NA,75.1403681431886,23.0043049820629,0.126133998218947,NA
"655","Homoserine","Homoserine_X_HILIC",121,0.135714285714286,"KM1513-45m_C",0.00598780465772425,0.023951218630897,0.00598780465772425,0.000795721549199236,NA,75.1403681431886,23.0043049820629,0.000318753011500492,0.000260290613534863
"656","Choline","I104.1074R10.68_HILIC_X_HILIC",58,0.585714285714286,"KM1513-45m_C",0.00351290490573849,0.0175645245286925,0.00351290490573849,0.000583539020886793,NA,75.1403681431886,23.0043049820629,0.000233756168125517,0.000152706413363829
"657","Betaine","I118.0864R7.19_HILIC_X_HILIC",1,0.992857142857143,"KM1513-45m_C",0.628970524096612,3.14485262048306,0.628970524096612,0.104480153504421,NA,75.1403681431886,23.0043049820629,0.0418530371649256,0.027341426945393
"658","Dimethylsulfonioacetate (DMS-Ac)","I121.032R8.27_HILIC_X_HILIC",13,0.907142857142857,"KM1513-45m_C",0.0266743947568667,0.106697579027467,NA,0.0035447700673577,NA,75.1403681431886,23.0043049820629,0.001419976793621,NA
"659","Trimethylammonium Propionate (TMAP)","I132.102R9.3_HILIC_X_HILIC",5,0.964285714285714,"KM1513-45m_C",NA,NA,NA,NA,NA,75.1403681431886,23.0043049820629,NA,NA
"660","Homarine","I138.0549R5.35_HILIC_X_HILIC",2,0.985714285714286,"KM1513-45m_C",0.739786383539608,5.17850468477726,0.739786383539608,0.172043345009211,NA,75.1403681431886,23.0043049820629,0.0689177443862002,0.032158606144217
"661","Trigonelline","I138.055R7.72_HILIC_X_HILIC",12,0.914285714285714,"KM1513-45m_C",0.0110000836780817,0.0770005857465719,0.0110000836780817,0.00255815899490272,NA,75.1403681431886,23.0043049820629,0.00102475656759944,0.000478175006228565
"662","Ectoine","I143.0816R7.97_HILIC_X_HILIC",34,0.757142857142857,"KM1513-45m_C",0.00275358465333147,0.0165215079199888,0.00550716930666294,0.000548887306311921,NA,75.1403681431886,23.0043049820629,0.000219875259175004,0.000239397335018687
"663","Stachydrine hydrochloride","I144.1019R6.44_HILIC_X_HILIC",11,0.921428571428571,"KM1513-45m_C",0.00838014081416338,0.0586609856991437,0.00838014081416338,0.00194886995678218,NA,75.1403681431886,23.0043049820629,0.000780685364588026,0.000364285763934082
"664","Glutamic acid","I148.0605R12.12_HILIC_X_HILIC",19,0.864285714285714,"KM1513-45m_C",2.58246625319546,12.9123312659773,2.58246625319546,0.428981105181969,NA,75.1403681431886,23.0043049820629,0.171842800149333,0.112260129363138
"665","4-Hydroxyisoleucine","I148.0968R8.21_HILIC_X_HILIC",22,0.842857142857143,"KM1513-45m_C",0.398375637600259,2.39025382560155,0.398375637600259,0.0794104260997193,NA,75.1403681431886,23.0043049820629,0.0318105152352547,0.0173174385364341
"666","Guanine","I152.0567R8.12_HILIC_X_HILIC",4,0.971428571428571,"KM1513-45m_C",2.53151827920082,12.6575913960041,12.6575913960041,0.420517986578209,NA,75.1403681431886,23.0043049820629,0.168452613539018,0.550227072970629
"667","Betonicine","I160.0969R8.37_HILIC_X_HILIC",16,0.885714285714286,"KM1513-45m_C",0.00589213151416183,0.0412449205991328,0.00589213151416183,0.00137026314282833,NA,75.1403681431886,23.0043049820629,0.000548904957725731,0.000256131690079579
"668","Arginine","I175.119R17.83_HILIC_X_HILIC",38,0.728571428571429,"KM1513-45m_C",0.0892320041531768,0.535392024919061,0.356928016612707,0.0177871104624273,NA,75.1403681431886,23.0043049820629,0.00712522493766346,0.0155157052947705
"669","Arsenobetaine","I179.0048R7.02_HILIC_X_HILIC",24,0.828571428571429,"KM1513-45m_C",0.00638490885064614,0.0319245442532307,NA,0.0010606160881472,NA,75.1403681431886,23.0043049820629,0.000424865422437042,NA
"670","Acetyl-L-carnitine","I204.1232R7.22_HILIC_X_HILIC",36,0.742857142857143,"KM1513-45m_C",0.00221227040354997,0.0199104336319497,0.00221227040354997,0.000661476200397001,NA,75.1403681431886,23.0043049820629,0.000264976524922104,9.61676697155138e-05
"671","Deoxyadenosine","I252.1092R3.46_HILIC_X_HILIC",51,0.635714285714286,"KM1513-45m_C",0.00326023532654416,0.0326023532654416,0.0163011766327208,0.00108313465998145,NA,75.1403681431886,23.0043049820629,0.00043388599325617,0.000708614176582659
"672","Guanosine","I284.0991R8.89_HILIC_X_HILIC",85,0.392857142857143,"KM1513-45m_C",0.0124963840978054,0.124963840978054,0.0624819204890272,0.00415162262385562,NA,75.1403681431886,23.0043049820629,0.00166307198202598,0.0027160968582944
"673","Lysine","Lysine_X_HILIC",97,0.307142857142857,"KM1513-45m_C",0.0545264904689135,0.327158942813481,0.109052980937827,0.0108690678675575,NA,75.1403681431886,23.0043049820629,0.00435397045420435,0.004740546650849
"674","Methionine Sulfoxide","Methionine Sulfoxide_X_HILIC",129,0.0785714285714286,"KM1513-45m_C",0.00513567178289129,0.0256783589144565,0.00513567178289129,0.000853101625064999,NA,75.1403681431886,23.0043049820629,0.000341738529488216,0.000223248291434831
"675","N(e)-Acetyl-Lysine","N(e)-Acetyl-Lysine_X_HILIC",40,0.714285714285714,"KM1513-45m_C",0.0186545384787193,0.149236307829754,0.0373090769574386,0.00495801687142041,NA,75.1403681431886,23.0043049820629,0.00198610030157648,0.00162183021771488
"676","Ornithine","Ornithine_X_HILIC",130,0.0714285714285714,"KM1513-45m_C",0.0277085495304117,0.138542747652058,0.0554170990608233,0.00460274909143051,NA,75.1403681431886,23.0043049820629,0.00184378585140878,0.0024089881917334
"677","Propionyl-L-carnitine","Propionyl-L-carnitine_X_HILIC",65,0.535714285714286,"KM1513-45m_C",0.00105468932888928,0.0105468932888928,0.00105468932888928,0.000350395125876837,NA,75.1403681431886,23.0043049820629,0.000140362544788102,4.58474763619963e-05
"678","Sarcosine","Sarcosine_X_HILIC",134,0.0428571428571428,"KM1513-45m_C",0.00706737331574936,0.0212021199472481,0.00706737331574936,0.000704389367018208,NA,75.1403681431886,23.0043049820629,0.000282166836165149,0.000307219597430133
"679","Serine","Serine_X_HILIC",123,0.121428571428571,"KM1513-45m_C",0.0492766785188377,0.147830035556513,0.0492766785188377,0.00491129686234263,NA,75.1403681431886,23.0043049820629,0.0019673850316358,0.00214206334671968
"680","Threonine","Threonine_X_HILIC",115,0.178571428571429,"KM1513-45m_C",0.076402513060592,0.305610052242368,0.076402513060592,0.0101531578818062,NA,75.1403681431886,23.0043049820629,0.00406718864698657,0.00332122674952211
"681","Tyrosine","Tyrosine_X_HILIC",67,0.521428571428571,"KM1513-45m_C",0.0299876039059919,0.269888435153927,0.0299876039059919,0.00896639319448262,NA,75.1403681431886,23.0043049820629,0.00359179016317332,0.00130356487315631
"682","Vitamin B3","Vitamin B3_X_HILIC",60,0.571428571428571,"KM1513-45m_C",0.00878369313255297,0.0527021587953178,0.00878369313255297,0.00175090228555873,NA,75.1403681431886,23.0043049820629,0.000701382759995104,0.000381828233428564
"683","Adenosyl Homocysteine","Adenosyl Homocysteine_X_HILIC",136,0.0285714285714286,"KM1513-75m_A",0.000656356273640972,0.00918898783097361,0.00393813764184583,0.000448243308827981,NA,53.0280091003406,13.7470874149438,0.000173285552048277,0.00028647069178922
"684","Adenosyl Methionine","Adenosyl Methionine_X_HILIC",130,0.0714285714285714,"KM1513-75m_A",0.000933005907010871,0.0139950886051631,0.00559803544206523,0.000682687249032345,NA,53.0280091003406,13.7470874149438,0.000263918801452291,0.000407216108626753
"685","Argininosuccinic Acid","Argininosuccinic Acid_X_HILIC",137,0.0214285714285715,"KM1513-75m_A",0.000300721245557005,0.00300721245557005,0.00120288498222802,0.000146693290515612,NA,53.0280091003406,13.7470874149438,5.67098879741033e-05,8.75010790227767e-05
"686","Asparagine","Asparagine_X_HILIC",113,0.192857142857143,"KM1513-75m_A",0.0217074862613481,0.0868299450453926,0.0434149725226963,0.004235607075385,NA,53.0280091003406,13.7470874149438,0.00163743550848932,0.00315812151419812
"687","Aspartic acid","Aspartic acid_X_HILIC",100,0.285714285714286,"KM1513-75m_A",0.21104065378156,0.844162615126241,0.21104065378156,0.0411786641524996,NA,53.0280091003406,13.7470874149438,0.0159191836436646,0.0153516630404305
"688","beta-Alanine","beta-Alanine_X_HILIC",73,0.478571428571429,"KM1513-75m_A",0.0223255243490628,0.0669765730471883,0.0223255243490628,0.00326714990474089,NA,53.0280091003406,13.7470874149438,0.00126304144137212,0.00162401850480661
"689","Butyryl-L-carnitine","Butyryl-L-carnitine_X_HILIC",89,0.364285714285714,"KM1513-75m_A",7.0597804299906e-05,0.000776575847298966,7.0597804299906e-05,3.78817486487301e-05,NA,53.0280091003406,13.7470874149438,1.46446351743946e-05,5.13547358571114e-06
"690","Carnitine","Carnitine_X_HILIC",19,0.864285714285714,"KM1513-75m_A",0.0044923773989075,0.0314466417923525,0.0044923773989075,0.00153398252645622,NA,53.0280091003406,13.7470874149438,0.000593019468878203,0.000326787577856241
"691","Citrulline","Citrulline_X_HILIC",77,0.45,"KM1513-75m_A",0.0153641605385575,0.0921849632313447,0.0460924816156724,0.00449682747469974,NA,53.0280091003406,13.7470874149438,0.00173842021971654,0.00335289070509346
"692","Creatine","Creatine_X_HILIC",20,0.857142857142857,"KM1513-75m_A",0.00841137114805723,0.0336454845922289,0.0252341134441717,0.00164124315084044,NA,53.0280091003406,13.7470874149438,0.000634485155355621,0.00183559707467495
"693","Cystathionine","Cystathionine_X_HILIC",133,0.05,"KM1513-75m_A",0.00236448503005379,0.0165513952103766,0.00472897006010759,0.00080738513221349,NA,53.0280091003406,13.7470874149438,0.000312125525570038,0.000343997962431441
"694","Cytosine","Cytosine_X_HILIC",32,0.771428571428571,"KM1513-75m_A",0.00688298781745858,0.0275319512698343,0.0206489634523757,0.00134302201316265,NA,53.0280091003406,13.7470874149438,0.000519196397091541,0.00150206096965159
"695","Dexpanthenol","Dexpanthenol_X_HILIC",116,0.171428571428571,"KM1513-75m_A",0.00236242637312563,0.0212618373581307,0.00236242637312563,0.0010371627979576,NA,53.0280091003406,13.7470874149438,0.00040095484855746,0.000171849228990684
"696","DMSP","DMSP_HILIC_X_HILIC",3,0.978571428571429,"KM1513-75m_A",0.0872630615110335,0.436315307555168,NA,0.0212836735392765,NA,53.0280091003406,13.7470874149438,0.00822801600432638,NA
"697","Glucosylglycerol","Glucosylglycerol_X_HILIC",134,0.0428571428571428,"KM1513-75m_A",0.0319589081950143,0.287630173755129,NA,0.014030740183177,NA,53.0280091003406,13.7470874149438,0.00542411790740378,NA
"698","Glutamine","Glutamine_X_HILIC",28,0.8,"KM1513-75m_A",0.164657349851479,0.823286749257393,0.329314699702957,0.0401603292320679,NA,53.0280091003406,13.7470874149438,0.015525507429471,0.023955234280752
"699","Glycerophosphocholine","Glycerophosphocholine_X_HILIC",51,0.635714285714286,"KM1513-75m_A",0.00347739033594682,0.0278191226875745,0.00347739033594682,0.00135703037500364,NA,53.0280091003406,13.7470874149438,0.000524611863797011,0.000252954697310407
"700","Gonyol","Gonyol_X_HILIC",7,0.95,"KM1513-75m_A",0.669124694709355,4.68387286296549,NA,0.228481603071487,NA,53.0280091003406,13.7470874149438,0.0883282805149741,NA
"701","Homoserine","Homoserine_X_HILIC",124,0.114285714285714,"KM1513-75m_A",0.00290400148815231,0.0116160059526093,0.00290400148815231,0.000566634436712646,NA,53.0280091003406,13.7470874149438,0.000219054159295877,0.000211244855037112
"702","Choline","I104.1074R10.68_HILIC_X_HILIC",33,0.764285714285714,"KM1513-75m_A",0.00684561634910253,0.0342280817455127,0.00684561634910253,0.00166966252417135,NA,53.0280091003406,13.7470874149438,0.000645471748349926,0.000497968489067799
"703","Betaine","I118.0864R7.19_HILIC_X_HILIC",1,0.992857142857143,"KM1513-75m_A",0.402789117901515,2.01394558950758,0.402789117901515,0.0982412482686623,NA,53.0280091003406,13.7470874149438,0.0379789025399153,0.029299960474803
"704","Dimethylsulfonioacetate (DMS-Ac)","I121.032R8.27_HILIC_X_HILIC",14,0.9,"KM1513-75m_A",0.0165980089536736,0.0663920358146946,NA,0.00323863589339973,NA,53.0280091003406,13.7470874149438,0.0012520182624444,NA
"705","Trimethylammonium Propionate (TMAP)","I132.102R9.3_HILIC_X_HILIC",5,0.964285714285714,"KM1513-75m_A",NA,NA,NA,NA,NA,53.0280091003406,13.7470874149438,NA,NA
"706","Homarine","I138.0549R5.35_HILIC_X_HILIC",2,0.985714285714286,"KM1513-75m_A",0.721475240934263,5.05032668653984,0.721475240934263,0.246357399343407,NA,53.0280091003406,13.7470874149438,0.0952388515469912,0.052482043589101
"707","Trigonelline","I138.055R7.72_HILIC_X_HILIC",8,0.942857142857143,"KM1513-75m_A",0.0179149601263436,0.125404720884405,0.0179149601263436,0.00611730345777586,NA,53.0280091003406,13.7470874149438,0.00236487703408046,0.00130318223676013
"708","Ectoine","I143.0816R7.97_HILIC_X_HILIC",26,0.814285714285714,"KM1513-75m_A",0.00263835370548474,0.0158301222329085,0.00527670741096948,0.00077220108453212,NA,53.0280091003406,13.7470874149438,0.000298523789625109,0.000383841846035941
"709","Stachydrine hydrochloride","I144.1019R6.44_HILIC_X_HILIC",11,0.921428571428571,"KM1513-75m_A",0.00517331148714656,0.0362131804100259,0.00517331148714656,0.00176649660536712,NA,53.0280091003406,13.7470874149438,0.0006829066567727,0.000376320549291255
"710","Glutamic acid","I148.0605R12.12_HILIC_X_HILIC",24,0.828571428571429,"KM1513-75m_A",1.36197583359412,6.80987916797062,1.36197583359412,0.332189227705884,NA,53.0280091003406,13.7470874149438,0.128420419387891,0.099073774137319
